 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Catches , Yards , TDs , YPC ," YPG
"
WR,Mike,Tripplett,6 - 3,173,(Sr),5.0,5.0,Ohio State,12,79,1371,12,17.35,"114.25
"
WR,Charles,Hayes,6 - 2,207,(So),3.0,3.5,Cincinnati,5,17,231,1,13.59,"46.20
"
RB,Lenny,Cartwright,Jun - 00,187,Sr,3.0,3.0,Colorado,1,2,28,0,14.00,"28.00
"
WR,Greg,Cobb,6 - 3,188,So,3.0,4.5,Cincinnati,8,32,469,4,14.66,"58.62
"
TE,Larry,Turner,6 - 3,235,(Sr),4.0,4.0,Penn State,8,22,194,0,8.82,"24.25
"
WR,Joe,Coleman,5 - 10,172,Jr,3.5,4.5,Missouri,1,5,38,0,7.60,"38.00
"
WR,Bobby,Mitchell,6 - 3,197,So,2.0,3.5,Oklahoma State,3,8,81,0,10.12,"27.00
"
TE,Ben,Thomas,6 - 6,224,Jr,3.5,5.0,Florida State,9,49,750,11,15.31,"83.33
"
WR,Terry,Jones,6 - 3,196,Jr,2.5,4.0,ECU,11,38,608,5,16.00,"55.27
"
WR,Eric,Sanderson,6 - 5,184,(So),2.0,2.5,Rice,1,2,29,0,14.50,"29.00
"
WR,Richard,Hartley,6 - 0,182,(So),3.0,3.5,Wisconsin,1,3,23,1,7.67,"23.00
"
WR,Otto,Irvin,6 - 1,179,(So),1.5,2.5,South Carolina,1,4,40,0,10.00,"40.00
"
TE,Bill,Lofton,6 - 5,220,So,2.5,3.5,Wake Forest,4,12,145,0,12.08,"36.25
"
TE,David,Simpson,6 - 5,225,(So),2.0,3.5,Air Force,1,1,11,0,11.00,"11.00
"
TE,Mickel,Walker,6 - 1,253,Fr,1.0,4.0,Purdue,4,15,178,0,11.87,"44.50
"
RB,Michael,Shoemaker,6 - 0,187,So,4.5,5.0,Northwestern,2,8,84,0,10.50,"42.00
"
WR,Leon,Francis,6 - 6,194,Fr,1.5,2.5,Syracuse,3,12,123,2,10.25,"41.00
"
TE,Brian,Fisher,6 - 0,223,Sr,2.0,2.0,Indiana,8,48,549,7,11.44,"68.62
"
WR,Todd,Sykes,6 - 1,182,So,3.5,4.0,West Virginia,12,109,1244,13,11.41,"103.67
"
TE,Jerry,Cipa,6 - 0,236,So,3.5,5.0,USC,12,53,576,5,10.87,"48.00
"
WR,Walter,Goldberg,5 - 10,189,Sr,3.0,3.0,Indiana,9,48,519,5,10.81,"57.67
"
FB,Gerald,Molina,6 - 1,201,(Fr),2.0,3.0,Illinois,2,2,49,0,24.50,"24.50
"
WR,Christopher,Dudley,6 - 6,162,So,2.5,3.5,Northwestern,2,16,156,1,9.75,"78.00
"
WR,Pete,Hawkins,6 - 1,184,Sr,3.5,3.5,Georgia,3,12,140,2,11.67,"46.67
"
WR,Wesly,Anderson,6 - 0,196,Sr,4.5,4.5,Texas Tech,8,28,329,1,11.75,"41.12
"
WR,LeRoy,McMahon,6 - 5,206,So,2.0,2.5,Ole Miss,1,2,16,0,8.00,"16.00
"
WR,Tony,Gross,6 - 4,188,(Sr),4.5,4.5,Michigan,10,49,681,9,13.90,"68.10
"
WR,Emmett,Davis,6 - 0,195,So,1.5,1.5,Georgia State,5,15,147,1,9.80,"29.40
"
TE,Doug,Bosley,6 - 4,245,Jr,3.5,4.0,Wisconsin,10,76,833,12,10.96,"83.30
"
WR,Patrick,Womack,5 - 9,195,Jr,1.5,2.0,TCU,9,26,291,1,11.19,"32.33
"
TE,Joey,Adams,6 - 2,240,(Sr),2.0,2.0,Vanderbilt,2,4,55,0,13.75,"27.50
"
TE,James,Chandler,6 - 6,254,(Jr),3.0,4.5,Kentucky,9,42,497,6,11.83,"55.22
"
TE,Jonathan,Rogers,6 - 2,236,(Jr),3.0,3.0,Iowa,9,64,674,10,10.53,"74.89
"
WR,Clint,Wiley,6 - 6,178,So,2.5,4.0,South Carolina,1,6,74,0,12.33,"74.00
"
WR,Jose,McGinest,6 - 5,180,Jr,1.5,2.0,Oklahoma,2,5,77,0,15.40,"38.50
"
WR,George,Humphries,6 - 4,177,(So),2.5,4.0,West Virginia,1,5,69,1,13.80,"69.00
"
WR,Paul,Godfrey,6 - 0,180,(Sr),4.0,4.0,Clemson,11,70,760,7,10.86,"69.09
"
WR,Larry,Hall,6 - 5,183,Jr,1.5,2.5,Wake Forest,7,17,148,0,8.71,"21.14
"
WR,Wes,David,5 - 11,168,So,3.0,3.0,Louisville,2,5,81,0,16.20,"40.50
"
FB,Larry,Dyer,5 - 11,201,So,2.0,2.5,Vanderbilt,1,2,15,0,7.50,"15.00
"
WR,Anthony,McCardell,6 - 1,186,(So),4.0,4.5,Clemson,5,20,139,0,6.95,"27.80
"
WR,Deitan,Mruczkowski,6 - 2,168,Sr,4.0,4.0,Wisconsin,9,52,704,3,13.54,"78.22
"
WR,David,Wells,6 - 5,187,Jr,4.5,4.5,Oregon State,12,69,942,7,13.65,"78.50
"
??,Vernon,Haggan,? - ??,???,(??),??,??,Texas,1,2,10,0,5.00,"10.00
"
WR,Rex,Walsh,5 - 11,165,So,5.0,5.0,Florida State,12,78,1128,15,14.46,"94.00
"
WR,Austin,Medina,5 - 11,192,(Sr),5.0,5.0,Kentucky,11,87,1260,14,14.48,"114.55
"
TE,Jamal,Hawkins,6 - 4,247,(Sr),4.5,4.5,Arizona State,10,29,298,1,10.28,"29.80
"
TE,Cameron,Duncan,6 - 3,249,(Sr),4.0,4.0,Nebraska,11,40,496,6,12.40,"45.09
"
WR,Octavio,McLean,6 - 6,191,Sr,3.0,3.0,Iowa State,12,49,623,3,12.71,"51.92
"
WR,Ricky,Alston,5 - 11,214,(Jr),1.5,2.5,Hawaii,5,14,130,2,9.29,"26.00
"
TE,Alejandro,Hess,6 - 1,226,Jr,2.5,4.0,BYU,1,4,50,1,12.50,"50.00
"
TE,Gary,Jones,6 - 5,238,(Sr),5.0,5.0,UCLA,7,14,130,0,9.29,"18.57
"
WR,Todd,Druckenmiller,5 - 9,186,(So),4.0,4.5,Alabama,7,26,312,2,12.00,"44.57
"
WR,Melvin,Scott,5 - 9,190,Fr,2.0,2.0,Virginia,1,3,28,0,9.33,"28.00
"
FB,Martin,Mullins,6 - 2,200,(Fr),2.0,2.5,Georgia State,1,3,23,0,7.67,"23.00
"
RB,Louis,Brown,5 - 10,187,So,1.5,2.0,Georgia State,1,6,19,0,3.17,"19.00
"
RB,Michael,Duckworth,5 - 10,179,Jr,3.5,4.5,Michigan State,3,10,97,1,9.70,"32.33
"
RB,Jan,Rucker,6 - 0,217,(Jr),3.0,3.5,Army,2,11,145,2,13.18,"72.50
"
WR,Randy,Tarver,6 - 1,191,(So),3.5,4.0,UCLA,4,6,51,0,8.50,"12.75
"
TE,Skeets,Shaw,6 - 4,233,Sr,2.5,2.5,Vanderbilt,11,35,399,4,11.40,"36.27
"
RB,Gary,Grossman,5 - 9,189,Sr,1.5,1.5,Colorado State,1,5,38,1,7.60,"38.00
"
TE,Brad,Richards,6 - 3,224,Fr,1.0,4.0,Houston,1,3,16,0,5.33,"16.00
"
TE,Bill,Jenkins,6 - 5,242,Sr,5.0,5.0,Virginia Tech,9,53,605,4,11.42,"67.22
"
WR,Otis,Turner,5 - 11,209,Sr,4.5,5.0,Oklahoma,11,89,1021,11,11.47,"92.82
"
WR,R.J.,Dove,6 - 4,221,Fr,1.5,3.0,Northwestern,2,6,105,2,17.50,"52.50
"
WR,Tai,Miller,6 - 4,186,(Fr),4.0,5.0,Oklahoma,7,66,839,9,12.71,"119.86
"
RB,Frank,Barrett,6 - 0,185,So,2.5,3.0,South Carolina,2,9,137,2,15.22,"68.50
"
RB,Marvin,Washington,5 - 8,178,(Fr),2.5,4.5,California,1,4,51,1,12.75,"51.00
"
WR,Tony,Jeter,6 - 6,181,Sr,3.0,3.5,Michigan State,8,36,416,3,11.56,"52.00
"
WR,Rick,Byrd,6 - 2,171,Sr,2.5,2.5,Rice,12,66,768,6,11.64,"64.00
"
WR,David,Love,6 - 2,189,Jr,1.5,2.5,Illinois,9,24,273,0,11.38,"30.33
"
RB,Chris,Clark,5 - 8,170,Fr,2.0,2.5,SMU,4,12,227,3,18.92,"56.75
"
WR,Chris,Henley,6 - 4,215,Fr,2.0,3.0,Oklahoma State,5,17,259,0,15.24,"51.80
"
WR,Steve,Alexander,6 - 6,184,Jr,4.0,4.5,Florida,12,48,648,4,13.50,"54.00
"
WR,Willie,Hodge,6 - 5,194,Sr,4.0,4.0,Penn State,11,34,415,2,12.21,"37.73
"
WR,Sam,Hill,6 - 5,176,Jr,2.5,4.0,Wake Forest,12,45,630,3,14.00,"52.50
"
WR,John,Carlson,6 - 0,178,(Jr),2.5,2.5,Air Force,10,29,277,1,9.55,"27.70
"
WR,Jesus,Ross,6 - 2,183,(Fr),1.5,2.0,Georgia State,9,31,286,2,9.23,"31.78
"
RB,Ethan,Blake,6 - 0,193,(Fr),2.5,3.5,Texas A&M,1,2,33,1,16.50,"33.00
"
RB,Christopher,Welch,5 - 11,186,(Sr),3.0,3.0,ECU,4,16,181,2,11.31,"45.25
"
WR,Bob,Elisara,5 - 11,167,Sr,3.5,3.5,UCLA,1,2,4,0,2.00,"4.00
"
WR,Scott,Vaughn,6 - 1,176,(Jr),3.5,4.0,North Carolina,10,74,937,7,12.66,"93.70
"
WR,Harrison,Zereoue,5 - 11,185,Sr,3.5,4.0,Auburn,1,4,38,0,9.50,"38.00
"
RB,Reggie,Chapman,6 - 0,198,Sr,3.0,3.0,Michigan,1,2,29,1,14.50,"29.00
"
TE,Eddie,James,6 - 0,209,(Fr),2.0,2.5,Boston College,2,7,85,0,12.14,"42.50
"
WR,Al,Divito,6 - 0,186,So,4.0,5.0,Georgia,11,53,675,6,12.74,"61.36
"
TE,Robert,Goodlow,6 - 3,240,(Jr),3.0,3.5,Hawaii,1,1,15,0,15.00,"15.00
"
WR,Darrell,Moses,6 - 5,176,So,1.5,3.0,Clemson,1,1,56,0,56.00,"56.00
"
WR,Wes,Thomas,6 - 1,204,Jr,3.5,3.5,USC,11,61,992,13,16.26,"90.18
"
FB,William,Hughes,6 - 1,212,(Sr),3.0,3.0,Maryland,1,1,14,0,14.00,"14.00
"
WR,Drew,Jackson,6 - 6,177,Jr,3.0,4.0,Syracuse,12,67,1061,10,15.84,"88.42
"
WR,Fred,Green,6 - 0,207,Fr,1.0,3.5,Hawaii,9,24,225,2,9.38,"25.00
"
WR,Dennis,Carr,5 - 11,193,So,2.5,4.0,Iowa,7,33,456,5,13.82,"65.14
"
TE,Charles,Williams,6 - 8,231,(Fr),3.0,4.0,Maryland,9,38,420,3,11.05,"46.67
"
TE,Jim,Townsell,6 - 2,227,So,2.5,3.5,Virginia,3,5,75,0,15.00,"25.00
"
WR,Rigoberto,Mercado,6 - 4,182,(Sr),3.5,3.5,Rutgers,5,17,212,0,12.47,"42.40
"
WR,Kelvin,Miller,6 - 3,193,Sr,1.5,1.5,ECU,1,3,19,0,6.33,"19.00
"
TE,Itula,Toon,3 - Jun,246,Sr,2.5,3.0,Colorado,6,20,216,1,10.80,"36.00
"
TE,Greg,Johnson,6 - 5,250,Sr,2.5,3.5,Purdue,4,14,137,0,9.79,"34.25
"
WR,Tyrone,Coleman,6 - 0,172,(So),2.0,2.0,UCF,4,6,69,0,11.50,"17.25
"
??,Christopher,Ford,? - ??,???,(??),??,??,Texas,9,37,527,3,14.24,"58.56
"
WR,Charlie,Warren,6 - 1,216,Fr,2.0,3.0,Iowa State,5,16,200,1,12.50,"40.00
"
WR,Reggie,Kendall,6 - 4,185,So,2.5,3.5,Washington State,12,57,620,3,10.88,"51.67
"
WR,Rashod Van,Buren,6 - 3,171,(Jr),3.5,3.5,USC,11,41,508,3,12.39,"46.18
"
WR,Robert,McMahon,6 - 3,163,So,1.5,2.5,ECU,10,33,357,1,10.82,"35.70
"
TE,John,Raiola,6 - 3,239,(So),3.0,4.0,UCLA,1,1,19,0,19.00,"19.00
"
RB,Travis,Diana,5 - 9,178,(Jr),3.0,3.0,UCF,1,1,18,0,18.00,"18.00
"
TE,Monroe,McCormack,6 - 5,225,(Jr),4.0,4.0,NC State,1,3,34,0,11.33,"34.00
"
RB,Chad,Dess,6 - 1,241,(Sr),5.0,5.0,Virginia,3,6,87,1,14.50,"29.00
"
WR,Rodney,Montgomery,6 - 0,185,(Sr),4.5,4.5,LSU,12,92,1291,13,14.03,"107.58
"
WR,Robert,Rose,5 - 11,179,(So),3.5,3.5,Rutgers,12,48,516,1,10.75,"43.00
"
WR,Jamal,Brunell,6 - 4,171,(Fr),3.5,5.0,Notre Dame,11,53,699,6,13.19,"63.55
"
WR,Thomas,Acevedo,5 - 11,172,Jr,2.0,2.0,BYU,11,53,606,1,11.43,"55.09
"
WR,Timothy,Webb,6 - 3,167,Sr,3.5,3.5,Cincinnati,5,18,200,2,11.11,"40.00
"
WR,Jonathon,Robinson,6 - 2,164,So,4.0,4.0,Kansas,5,15,183,1,12.20,"36.60
"
TE,Reggie,Leahy,6 - 4,258,Sr,3.5,3.5,South Carolina,8,51,499,5,9.78,"62.38
"
WR,Malaefou,Lewis,5 - 8,181,(Fr),3.5,4.0,Arizona State,12,37,470,3,12.70,"39.17
"
WR,Jermaine,Bishop,6 - 4,194,Fr,2.0,4.5,Pittsburgh,4,24,247,1,10.29,"61.75
"
RB,Sterling,Brown,6 - 0,174,Jr,4.5,5.0,Texas,2,6,100,1,16.67,"50.00
"
??,George,Green,? - ??,???,(??),??,??,Arkansas,3,23,214,2,9.30,"71.33
"
TE,Filip,Hundon,6 - 8,231,So,2.0,4.5,Louisville,1,3,34,0,11.33,"34.00
"
WR,Tom,Walker,6 - 3,179,So,1.5,1.5,Stanford,1,4,23,0,5.75,"23.00
"
TE,Marv,Tarver,6 - 5,233,Sr,2.5,3.5,Clemson,1,5,30,0,6.00,"30.00
"
WR,Darrell,Mack,6 - 2,156,So,4.5,5.0,Alabama,10,36,573,3,15.92,"57.30
"
RB,Jim,Martinez,5 - 10,185,Jr,3.5,3.5,BYU,1,6,54,1,9.00,"54.00
"
WR,Robert,Shipp,10 - May,168,Sr,4.0,4.0,Colorado,12,51,612,5,12.00,"51.00
"
WR,Cap,Christian,6 - 3,176,(Jr),4.5,5.0,Georgia Tech,12,52,616,4,11.85,"51.33
"
WR,Lawyer,Henry,6 - 5,183,(So),3.0,3.0,Houston,11,52,636,6,12.23,"57.82
"
RB,Rich,Dilger,6 - 0,181,(Fr),2.0,3.0,Arkansas,1,4,64,1,16.00,"64.00
"
??,Miguel,Robinson,? - ??,???,(??),??,??,Texas,7,39,424,6,10.87,"60.57
"
WR,Walter,Butler,6 - 3,201,Jr,1.5,1.5,TCU,1,2,18,0,9.00,"18.00
"
TE,Hugh,Warren,6 - 6,229,Jr,3.5,4.5,Oklahoma,8,43,466,2,10.84,"58.25
"
TE,Matt,Thomas,6 - 3,219,(Fr),3.0,4.5,Hawaii,8,18,162,0,9.00,"20.25
"
WR,Bud,Farmer,6 - 3,195,Jr,2.5,4.0,Florida State,3,10,98,1,9.80,"32.67
"
WR,Brandon,Snead,6 - 1,205,Sr,4.0,4.0,Oregon,11,45,480,1,10.67,"43.64
"
WR,Steve,Warner,6 - 2,193,(Sr),5.0,5.0,Michigan State,10,59,748,5,12.68,"74.80
"
TE,Michael,Baber,6 - 2,232,Sr,2.5,3.0,Washington State,12,46,505,2,10.98,"42.08
"
WR,Tommy,Pottios,6 - 6,183,(Fr),3.5,5.0,Georgia Tech,2,6,63,0,10.50,"31.50
"
WR,Michael,Potts,6 - 1,196,(Sr),4.0,4.0,Maryland,12,76,898,7,11.82,"74.83
"
WR,Otto,Laing,6 - 3,196,Sr,4.0,4.0,Clemson,10,49,570,6,11.63,"57.00
"
RB,Gary,Chatman,5 - 11,183,(Jr),2.5,2.5,SDSU,2,3,18,0,6.00,"9.00
"
WR,John,Edwards,6 - 4,208,(Sr),2.0,2.0,Duke,10,36,373,2,10.36,"37.30
"
WR,Billy,Rodgers,6 - 1,164,Jr,3.5,5.0,North Carolina,8,60,760,8,12.67,"95.00
"
TE,Anthony,Baumhower,6 - 1,237,So,3.5,4.0,Oklahoma State,2,6,47,0,7.83,"23.50
"
WR,Dean,Porter,5 - 11,188,Sr,4.0,4.0,SMU,11,69,775,10,11.23,"70.45
"
RB,Wayne,Quinn,5 - 9,213,(Sr),3.5,3.5,Rice,2,16,205,2,12.81,"102.50
"
TE,Cameron,Reyna,6 - 3,263,Sr,2.5,3.5,Navy,10,47,501,2,10.66,"50.10
"
WR,Jacky,Walters,5 - 11,179,(So),4.5,4.5,Texas,12,61,782,8,12.82,"65.17
"
WR,Kevin,Taylor,6 - 3,201,Sr,1.5,1.5,Hawaii,2,5,33,0,6.60,"16.50
"
RB,Booker T.,Washington,6 - 0,208,(Sr),4.0,4.0,Oklahoma State,1,2,18,0,9.00,"18.00
"
WR,Butch,Johnson,6 - 4,196,(Fr),2.0,2.5,TCU,11,33,386,2,11.70,"35.09
"
WR,Brandon,Burks,6 - 5,178,Sr,4.0,4.0,Nebraska,12,43,442,1,10.28,"36.83
"
RB,Jerry,Rambo,5 - 10,220,(So),4.5,5.0,USC,2,8,66,0,8.25,"33.00
"
FB,Tyrone,Davis,1 - Jun,243,Sr,2.5,2.5,Colorado,1,1,18,0,18.00,"18.00
"
WR,Jim,Umenyiora,6 - 2,197,Jr,5.0,5.0,NC State,11,56,664,7,11.86,"60.36
"
WR,Derrick,Schwartz,6 - 0,155,(Fr),2.5,4.5,Kentucky,4,15,223,1,14.87,"55.75
"
WR,Scott,Whitfield,6 - 4,184,(Fr),2.5,3.0,Army,11,61,705,3,11.56,"64.09
"
WR,Karl,Davis,6 - 0,204,(Sr),3.5,3.5,Kansas,6,19,272,3,14.32,"45.33
"
TE,Jamaal,Hadl,6 - 1,227,Jr,1.0,1.5,Wake Forest,3,6,65,0,10.83,"21.67
"
TE,Robert,Campbell,6 - 3,228,So,2.0,2.0,Duke,6,17,181,0,10.65,"30.17
"
TE,Stanley,Sherk,6 - 7,232,(Fr),3.0,5.0,Virginia Tech,1,3,20,0,6.67,"20.00
"
WR,Rashad,Simon,6 - 4,187,Jr,4.5,5.0,Boise State,12,84,1231,13,14.65,"102.58
"
FB,Kori,McClanahan,5 - 11,197,So,1.5,2.5,Georgia Tech,1,3,25,0,8.33,"25.00
"
WR,Larry,Singleton,5 - 10,176,(So),2.0,2.5,SDSU,4,10,141,0,14.10,"35.25
"
TE,Erik,Mims,6 - 5,242,Sr,3.5,3.5,Pittsburgh,7,40,409,3,10.22,"58.43
"
TE,Jim,Page,6 - 4,248,Sr,4.0,4.0,Minnesota,7,24,227,3,9.46,"32.43
"
WR,Donald,Solomon,5 - 10,193,Jr,2.0,3.0,Kentucky,2,3,68,0,22.67,"34.00
"
TE,Charlie,Bryson,6 - 6,231,Sr,4.0,4.0,Oklahoma State,6,18,202,1,11.22,"33.67
"
TE,Omari,Waddy,6 - 1,221,So,2.5,3.5,Penn State,1,1,19,0,19.00,"19.00
"
??,Lee,Lowe,? - ??,???,(??),??,??,Texas,11,55,760,8,13.82,"69.09
"
WR,Tyrone,Whitfield,6 - 3,197,Fr,2.0,4.0,Texas Tech,2,3,32,0,10.67,"16.00
"
WR,Sid,Wilson,6 - 1,205,(So),4.0,4.5,Stanford,8,33,387,5,11.73,"48.38
"
WR,Gregory,Webber,6 - 3,173,So,1.5,3.5,Navy,4,17,130,1,7.65,"32.50
"
WR,Elwood,Wall,6 - 0,201,(Sr),3.0,3.0,Arizona,2,6,63,1,10.50,"31.50
"
WR,Marty,McDermott,6 - 5,188,(Sr),2.5,2.5,Houston,8,26,268,2,10.31,"33.50
"
TE,Doyle,Gonzales,6 - 2,264,Sr,4.0,4.0,Cincinnati,6,22,252,2,11.45,"42.00
"
WR,Kenny,Kreider,6 - 0,178,Sr,2.0,2.5,Wake Forest,9,26,220,0,8.46,"24.44
"
WR,James,Burns,6 - 5,186,Sr,3.0,3.0,Florida,1,3,35,0,11.67,"35.00
"
RB,Terry,McDowell,8 - May,179,So,2.0,2.0,Colorado,2,4,42,0,10.50,"21.00
"
WR,Rodney,Olson,5 - 9,186,(Sr),2.5,2.5,Army,10,43,405,1,9.42,"40.50
"
TE,Jake,Schmidt,6 - 6,235,(Jr),4.0,4.5,Ohio State,9,25,311,3,12.44,"34.56
"
TE,Lazaro,Luna,6 - 1,248,Sr,3.0,4.5,BYU,11,63,679,5,10.78,"61.73
"
WR,Billy,Williams,6 - 6,172,Sr,4.0,5.0,Texas,8,36,411,1,11.42,"51.38
"
WR,M.L.,Kriewaldt,5 - 8,170,Sr,4.5,4.5,Louisville,12,62,869,6,14.02,"72.42
"
RB,Ezekiel,Adams,6 - 4,185,Fr,2.0,3.5,Illinois,1,1,10,0,10.00,"10.00
"
TE,Tony,DeMarco,6 - 3,247,Jr,3.5,4.5,TCU,11,40,504,4,12.60,"45.82
"
TE,LeRoy,Dunn,6 - 6,239,So,4.5,4.5,NC State,7,24,290,2,12.08,"41.43
"
WR,Derek,Darche,6 - 4,175,Sr,2.0,2.0,Oregon,1,4,34,0,8.50,"34.00
"
WR,Kirk,Pierce,6 - 1,171,Sr,4.0,4.0,Georgia Tech,11,36,340,1,9.44,"30.91
"
WR,Ken,Brown,6 - 5,174,Sr,4.5,4.5,NC State,11,51,581,4,11.39,"52.82
"
WR,Ricky,Chambers,6 - 1,193,So,4.5,5.0,Alabama,12,59,916,11,15.53,"76.33
"
WR,John,Gross,6 - 6,185,(Jr),4.0,4.5,Miami,11,42,579,5,13.79,"52.64
"
WR,William,Davis,5 - 10,186,Sr,2.0,2.0,SMU,1,3,34,1,11.33,"34.00
"
TE,Vontae,Michaels,6 - 2,220,Fr,2.5,3.0,Oregon,2,6,62,1,10.33,"31.00
"
WR,Orlando,Bielski,5 - 11,181,Jr,3.0,4.0,Arizona State,12,31,393,2,12.68,"32.75
"
WR,Todd,Walker,6 - 5,198,Sr,3.5,3.5,Florida State,10,48,607,2,12.65,"60.70
"
WR,Aric,Greene,6 - 0,214,Sr,4.5,4.5,Nebraska,11,43,672,8,15.63,"61.09
"
WR,Jake,Bates,5 - 8,181,(Sr),4.5,4.5,UCLA,11,59,632,2,10.71,"57.45
"
TE,Vince,Shea,6 - 5,221,Jr,3.0,4.0,Michigan State,2,6,53,0,8.83,"26.50
"
WR,Marvin,White,6 - 4,184,(Jr),5.0,5.0,Ohio State,10,27,451,2,16.70,"45.10
"
WR,Dennis,Mustard,6 - 6,170,(Sr),3.5,3.5,Virginia Tech,9,40,501,3,12.53,"55.67
"
RB,Russ,Martin,6 - 0,215,Sr,5.0,5.0,Oklahoma,2,11,153,1,13.91,"76.50
"
TE,Scott,Curley,6 - 3,236,Sr,3.0,3.0,Kansas,10,41,471,3,11.49,"47.10
"
WR,Hines,Mertens,5 - 8,176,(So),4.0,5.0,LSU,11,53,668,5,12.60,"60.73
"
WR,Henry,Lewis,6 - 5,190,Jr,3.5,3.5,Oregon State,10,47,594,4,12.64,"59.40
"
WR,Juan,Armstead,5 - 10,191,Sr,4.0,4.0,Rutgers,8,34,517,6,15.21,"64.62
"
WR,Luther,Peacock,6 - 0,204,Sr,3.5,3.5,Virginia,12,41,512,1,12.49,"42.67
"
WR,Jason,Stemrick,6 - 2,213,Fr,1.0,3.5,Boise State,2,8,174,2,21.75,"87.00
"
TE,Dana,McGee,6 - 2,219,So,2.0,2.5,Rice,7,29,319,1,11.00,"45.57
"
WR,Jason,Coronado,5 - 11,182,Fr,2.5,3.0,Georgia State,12,71,698,5,9.83,"58.17
"
WR,James,Brown,5 - 9,190,So,2.0,3.0,Colorado State,1,3,27,0,9.00,"27.00
"
TE,Johnny,Nutten,6 - 3,247,(Jr),4.0,4.0,Ole Miss,9,31,350,2,11.29,"38.89
"
TE,Preston,Gold,6 - 3,259,Sr,4.5,4.5,Tennessee,9,44,429,3,9.75,"47.67
"
RB,Alan,Sanderson,5 - 9,202,(Jr),3.5,3.5,Notre Dame,1,3,30,0,10.00,"30.00
"
RB,Larry,Holleyman,5 - 11,187,So,3.5,5.0,Tennessee,1,7,84,1,12.00,"84.00
"
WR,Carl,Jackson,6 - 5,174,Jr,2.5,3.0,Kansas State,1,5,40,1,8.00,"40.00
"
RB,Brian,Houghton,5 - 8,190,Jr,3.0,4.5,Georgia,2,9,109,2,12.11,"54.50
"
WR,Troy,Spikes,5 - 11,174,(Fr),2.5,3.0,Tennessee,3,11,121,0,11.00,"40.33
"
WR,Michael,Nichols,6 - 5,174,Fr,2.0,3.0,SMU,4,20,189,1,9.45,"47.25
"
WR,Kevin,Williams,6 - 0,165,(Jr),4.0,4.0,Boston College,10,51,574,3,11.25,"57.40
"
RB,Kenneth,Farr,5 - 8,183,(So),3.0,5.0,Kentucky,1,4,84,1,21.00,"84.00
"
TE,John,O'Leary,6 - 4,222,Sr,3.0,3.0,Oregon State,9,37,424,5,11.46,"47.11
"
