 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Catches , Yards , TDs , YPC ," YPG
"
WR,Nick,Bass,6 - 3,207,Fr,2.5,3.0,SMU,2,2,26,0,13.00,"13.00
"
WR,William,Butcher,6 - 2,207,So,1.5,3.0,Louisville,6,19,242,3,12.74,"40.33
"
TE,Tony,Thomas,6 - 3,229,Sr,3.5,3.5,Kansas,6,19,273,3,14.37,"45.50
"
WR,Dante,Freeman,6 - 5,224,(Fr),1.5,3.5,Syracuse,4,11,136,1,12.36,"34.00
"
WR,Mike,Mohr,6 - 2,194,Sr,2.0,2.0,Oklahoma,3,13,140,4,10.77,"46.67
"
WR,John,Benjamin,6 - 3,179,(Jr),3.5,4.5,Connecticut,12,53,903,2,17.04,"75.25
"
WR,Bob,Wade,5 - 11,196,Sr,2.0,2.0,Wake Forest,11,23,342,2,14.87,"31.09
"
TE,John,Perez,6 - 4,217,Sr,4.0,4.0,Iowa State,2,3,55,0,18.33,"27.50
"
RB,Jose,Melendez,5 - 11,186,(Sr),3.0,3.0,Fresno State,1,3,70,1,23.33,"70.00
"
WR,John,Irvin,6 - 1,173,(Jr),3.0,3.0,Ohio State,4,9,132,1,14.67,"33.00
"
WR,Ron,Hampton,6 - 2,194,Sr,2.0,2.0,Vanderbilt,1,1,23,0,23.00,"23.00
"
TE,Paris,Fernandez,6 - 3,215,(Jr),2.0,2.0,Arkansas,3,8,160,4,20.00,"53.33
"
WR,Todd,Sykes,6 - 1,182,(Jr),4.0,4.0,West Virginia,9,30,366,3,12.20,"40.67
"
WR,Steve,Lucier,6 - 1,200,Sr,3.5,3.5,Boise State,4,9,136,1,15.11,"34.00
"
WR,Mike,Miller,6 - 5,177,Sr,3.5,3.5,NC State,10,40,551,5,13.78,"55.10
"
WR,Neville,Little,6 - 4,175,Jr,1.0,1.5,Toledo,2,4,55,0,13.75,"27.50
"
WR,Craig,Lewis,6 - 4,210,Jr,1.5,3.5,Louisville,1,5,77,1,15.40,"77.00
"
WR,Jorge,Thompson,5 - 11,169,So,2.5,3.0,Connecticut,7,25,319,2,12.76,"45.57
"
WR,Travis,Warren,5 - 11,153,So,3.0,4.0,BYU,9,37,467,4,12.62,"51.89
"
WR,Bryan,Thayer,6 - 1,195,Fr,3.0,3.0,Maryland,8,27,311,1,11.52,"38.88
"
WR,Chris,Cooper,5 - 11,172,(Sr),3.0,3.0,Colorado,2,4,64,0,16.00,"32.00
"
WR,Jamaal,Brown - Sanderson,73,211,So,2.5,4.5,Penn State,4,14,228,3,16.29,"57.00
"
RB,Greg,Allen,5 - 10,206,(Jr),3.0,4.0,Marshall,1,3,40,1,13.33,"40.00
"
TE,Jason,Barnes,6 - 0,225,(So),3.0,3.0,Texas A&M,1,2,23,1,11.50,"23.00
"
TE,Abraham,Weir,6 - 1,221,Fr,1.0,3.5,Florida,2,3,47,1,15.67,"23.50
"
TE,Isaiah,Frederick,6 - 1,239,Jr,3.0,3.5,Boise State,1,1,22,0,22.00,"22.00
"
WR,Isaac,Long,6 - 5,213,Sr,1.5,1.5,Bowling Green,6,13,137,1,10.54,"22.83
"
WR,David,Brown,6 - 4,172,Sr,3.5,3.5,Nevada,12,25,398,1,15.92,"33.17
"
TE,Alexander,Engelberger,6 - 4,221,Sr,3.0,3.0,Oregon,7,20,273,3,13.65,"39.00
"
TE,James,Hall,6 - 5,225,Jr,2.5,3.5,Marshall,5,12,224,4,18.67,"44.80
"
WR,Michael,Chambers,5 - 10,185,Sr,3.0,3.0,Iowa State,12,29,478,2,16.48,"39.83
"
WR,Eddie,McFadden,6 - 4,163,Sr,5.0,5.0,Baylor,12,33,462,1,14.00,"38.50
"
WR,Richard,Dodge,6 - 3,186,So,2.0,4.0,Bowling Green,10,24,379,0,15.79,"37.90
"
WR,Cameron,Whelahan,6 - 4,211,Jr,3.5,4.5,Arkansas,11,83,987,6,11.89,"89.73
"
TE,Tony,Huff,6 - 4,225,Sr,5.0,5.0,Georgia,10,25,381,3,15.24,"38.10
"
WR,Marcus,Ratterman,6 - 4,190,(So),4.0,5.0,Hawaii,12,70,928,2,13.26,"77.33
"
TE,Ethan,Bridges,6 - 3,224,Sr,3.0,3.0,Utah,1,3,30,0,10.00,"30.00
"
WR,Jeffrey,Goss,6 - 3,168,So,3.0,3.0,Kansas,3,8,113,1,14.12,"37.67
"
FB,Gerald,Molina,6 - 1,201,(Jr),3.0,3.0,Illinois,2,3,27,0,9.00,"13.50
"
WR,John,Nelson,6 - 2,233,So,3.0,4.0,Georgia Tech,9,38,470,3,12.37,"52.22
"
WR,Kendall,Hartings,6 - 4,195,(So),2.5,3.0,Army,7,27,337,8,12.48,"48.14
"
RB,Mike,Latta,6 - 0,209,(Jr),5.0,5.0,Florida State,3,6,87,1,14.50,"29.00
"
TE,Jim,Brown,6 - 2,233,(Jr),2.0,2.5,Kent State,3,3,61,0,20.33,"20.33
"
RB,Ron,Thomas,6 - 0,194,Jr,4.5,5.0,Iowa,2,7,91,1,13.00,"45.50
"
WR,David,Odle,6 - 1,181,(Sr),4.0,4.0,Michigan,11,38,507,2,13.34,"46.09
"
WR,Peter,Foster,6 - 1,174,(Sr),4.5,4.5,Baylor,10,14,228,0,16.29,"22.80
"
TE,Kavika,Russell,6 - 1,223,(Jr),4.0,4.0,Oklahoma,11,48,626,11,13.04,"56.91
"
WR,Kenneth,Garcia,6 - 3,161,So,3.0,3.0,Georgia State,2,3,42,0,14.00,"21.00
"
WR,Benjamin,Larry,6 - 3,224,(Fr),2.0,3.5,Air Force,1,2,18,1,9.00,"18.00
"
FB,Joe,Taylor,6 - 2,220,Sr,3.5,3.5,UCF,1,1,5,1,5.00,"5.00
"
TE,Josh,Peller,6 - 1,231,(So),4.0,4.0,San Diego State,9,27,372,5,13.78,"41.33
"
TE,Jason,Gibson,6 - 1,223,Sr,3.5,3.5,Colorado,7,17,255,3,15.00,"36.43
"
WR,K.J.,Sykes,6 - 4,215,(So),2.5,3.0,Washington State,2,11,113,1,10.27,"56.50
"
WR,Artemio,Ramirez,6 - 1,171,So,3.5,5.0,Oregon,13,45,755,5,16.78,"58.08
"
WR,Greg,Gillespie,6 - 1,155,Fr,2.0,3.0,Maryland,3,5,54,1,10.80,"18.00
"
WR,George,Humphries,6 - 4,177,(Sr),4.0,4.0,West Virginia,12,46,614,3,13.35,"51.17
"
WR,Francisco,Gibson,6 - 1,216,So,3.5,5.0,Washington,8,21,359,2,17.10,"44.88
"
WR,Henry,Hamilton,6 - 4,200,Sr,4.0,4.0,Minnesota,12,41,600,2,14.63,"50.00
"
FB,Brad,Hoke,6 - 0,248,So,4.0,4.0,California,1,2,23,1,11.50,"23.00
"
TE,Todd,Wyatt,6 - 6,262,So,1.5,3.5,LSU,2,3,96,0,32.00,"48.00
"
WR,Keith,Crowell,5 - 9,157,Sr,4.0,4.0,Minnesota,4,11,157,1,14.27,"39.25
"
WR,Jeremy,Finney,5 - 10,154,Jr,2.5,2.5,South Carolina,5,18,230,3,12.78,"46.00
"
WR,Raymond,Jones,6 - 3,210,So,3.0,3.0,Notre Dame,4,11,167,2,15.18,"41.75
"
TE,William,Johnson,6 - 1,257,(Fr),3.0,5.0,Michigan State,2,4,63,0,15.75,"31.50
"
WR,Kelvin,Harris,6 - 1,178,Sr,3.0,3.0,UCF,11,26,357,2,13.73,"32.45
"
TE,Clayton,Sherrod,6 - 5,253,(Fr),2.0,3.0,Baylor,2,4,48,0,12.00,"24.00
"
WR,Patrick,Burke,6 - 4,165,Sr,5.0,5.0,Auburn,13,33,493,4,14.94,"37.92
"
WR,Tim,Baldacci,6 - 0,193,Sr,3.0,3.0,LSU,9,38,456,2,12.00,"50.67
"
WR,Robert,Lewis,6 - 3,194,Jr,2.5,3.5,Akron,10,25,390,0,15.60,"39.00
"
FB,Steve,Jordan,5 - 11,227,Sr,2.5,2.5,Texas A&M,1,2,12,1,6.00,"12.00
"
TE,Daniel,Jackson,6 - 6,246,Sr,1.5,1.5,Western Michigan,6,14,172,2,12.29,"28.67
"
TE,Rick,Philcox,6 - 2,221,Sr,4.5,4.5,Miami FL,7,15,215,4,14.33,"30.71
"
TE,Richard,Taylor,6 - 6,231,(Jr),3.0,3.0,Iowa,1,1,29,1,29.00,"29.00
"
WR,George,McNulty,6 - 3,166,(Sr),3.0,3.0,Utah,6,16,197,2,12.31,"32.83
"
TE,Quinn,Turner,6 - 2,252,(So),3.0,3.0,Ohio State,1,1,9,0,9.00,"9.00
"
RB,Jim,Franci,5 - 8,173,(Jr),3.5,3.5,Washington State,3,14,183,4,13.07,"61.00
"
WR,Danny,Paz,6 - 0,219,Fr,3.0,4.5,Duke,9,59,607,1,10.29,"67.44
"
WR,Martin,Kendrick,5 - 11,164,So,2.5,2.5,Army,2,2,61,0,30.50,"30.50
"
WR,Harry,Whiteside,6 - 5,169,(Jr),5.0,5.0,Texas,14,86,1258,9,14.63,"89.86
"
FB,Johnny,Mangum,6 - 0,225,Sr,3.5,3.5,Wake Forest,2,2,47,0,23.50,"23.50
"
TE,Eugene,Jackson,6 - 5,253,(So),4.5,5.0,Ohio State,11,38,502,6,13.21,"45.64
"
TE,Martin,Flores,6 - 4,247,(Fr),3.0,4.0,Florida State,11,27,380,4,14.07,"34.55
"
RB,Kristopher,Mullins,6 - 1,164,(Fr),1.0,1.5,Eastern Michigan,1,2,22,1,11.00,"22.00
"
WR,Dale,Villa,6 - 5,218,So,3.0,4.0,Vanderbilt,12,35,580,5,16.57,"48.33
"
WR,Damian,Chambers,6 - 2,183,(So),3.5,3.5,Florida State,13,27,479,1,17.74,"36.85
"
RB,Sean,Bell,6 - 1,209,Fr,3.0,5.0,Baylor,1,2,29,0,14.50,"29.00
"
WR,Marty,Hoover,5 - 9,195,(So),2.5,2.5,NC State,3,12,161,2,13.42,"53.67
"
WR,Lance,Bolling,6 - 4,164,(Sr),4.5,4.5,Stanford,13,66,1034,7,15.67,"79.54
"
WR,Cornelius,Davis,6 - 2,191,(Jr),3.0,3.0,Colorado State,5,34,477,5,14.03,"95.40
"
WR,Shawn,Littlefield,6 - 0,205,(So),2.0,2.0,Oregon,2,3,61,1,20.33,"30.50
"
RB,Justin,Couture,5 - 10,178,(So),3.0,4.0,Ohio,1,4,48,1,12.00,"48.00
"
RB,George,Rodgers,6 - 0,182,(Sr),4.0,4.0,LSU,2,8,74,2,9.25,"37.00
"
TE,Donald,Edwards,6 - 3,238,So,2.5,3.5,USC,2,5,50,2,10.00,"25.00
"
WR,Jason,Cornelius,5 - 11,179,(Jr),3.0,3.5,Rutgers,8,24,318,1,13.25,"39.75
"
TE,Uriel,Leach,6 - 1,239,Jr,4.0,4.0,Arizona,9,31,408,6,13.16,"45.33
"
WR,Brendan,Hevesy,6 - 4,180,(So),3.0,3.0,Georgia Tech,1,5,78,2,15.60,"78.00
"
TE,Pat,O'Connell,6 - 0,247,Jr,4.5,4.5,Texas,6,24,294,5,12.25,"49.00
"
WR,Ira,Crawford,5 - 11,167,So,1.5,3.0,Ball State,3,5,70,2,14.00,"23.33
"
RB,Donald,Smith,5 - 10,182,Sr,2.0,2.0,Utah State,2,5,70,1,14.00,"35.00
"
WR,Robert,Rose,5 - 11,179,(Sr),3.5,3.5,Rutgers,11,50,741,6,14.82,"67.36
"
WR,Warren,Johnson,5 - 9,168,Fr,2.0,2.5,Tulane,11,52,544,4,10.46,"49.45
"
WR,Curtis,Settles,6 - 0,207,Jr,4.5,5.0,Penn State,6,22,394,4,17.91,"65.67
"
WR,Taylor,Eifert,6 - 3,208,Fr,2.0,4.5,Nebraska,10,41,567,7,13.83,"56.70
"
WR,Willie,Davis,6 - 5,165,Sr,5.0,5.0,Missouri,13,65,1004,10,15.45,"77.23
"
RB,Brian,Schlichter,5 - 11,206,(So),3.5,4.5,Colorado,1,4,50,0,12.50,"50.00
"
WR,Aaron,Ayala,6 - 1,169,(Fr),2.0,4.5,Wisconsin,1,2,22,1,11.00,"22.00
"
TE,Donnie,Allen,6 - 5,247,(Jr),5.0,5.0,Notre Dame,12,43,680,10,15.81,"56.67
"
WR,Christopher,Strickland,5 - 11,183,Sr,2.0,2.0,Buffalo,10,20,310,1,15.50,"31.00
"
WR,Ahmed,Head,6 - 2,227,Fr,2.5,3.5,BYU,6,24,258,1,10.75,"43.00
"
WR,Gordon,Kleinsasser,6 - 6,200,Sr,5.0,5.0,Michigan,12,63,1059,8,16.81,"88.25
"
WR,Dennis,Reyna,5 - 11,168,(Fr),1.5,3.5,Iowa State,11,22,264,2,12.00,"24.00
"
FB,Bobby,Potter,6 - 4,222,Jr,2.0,3.5,Pittsburgh,1,1,4,1,4.00,"4.00
"
WR,Dick,Davis,6 - 6,204,Sr,3.0,3.0,Nebraska,6,18,244,3,13.56,"40.67
"
WR,Norman,Spencer,5 - 9,159,So,4.0,4.0,Boston College,11,56,639,1,11.41,"58.09
"
RB,Chester,Dorenbos,6 - 0,222,(Sr),5.0,5.0,Syracuse,4,11,202,3,18.36,"50.50
"
WR,Jeffery,Garcia,6 - 3,193,Fr,1.5,3.5,North Texas,3,20,265,2,13.25,"88.33
"
WR,Ira,Gonzalez,6 - 3,166,So,3.0,3.0,Georgia State,2,3,67,0,22.33,"33.50
"
WR,Dick,Phillips,6 - 4,172,(Sr),3.0,3.0,Tennessee,3,7,87,0,12.43,"29.00
"
WR,David,Workman,6 - 3,201,Sr,4.0,4.0,Maryland,11,49,737,5,15.04,"67.00
"
WR,Dirk,Robustelli,6 - 0,170,(Jr),3.5,3.5,Colorado,2,8,85,1,10.62,"42.50
"
FB,Doug,Reger,5 - 11,210,Sr,4.0,4.0,Iowa,1,2,15,1,7.50,"15.00
"
TE,Johnny,Coates,6 - 3,221,(Sr),3.5,3.5,West Virginia,5,15,211,3,14.07,"42.20
"
WR,John,Kenney,6 - 1,200,(Sr),3.5,3.5,Auburn,2,6,80,0,13.33,"40.00
"
TE,Fred,Seaman,6 - 0,254,Jr,3.0,3.0,Air Force,2,3,29,1,9.67,"14.50
"
WR,Ezekiel,Manley,5 - 11,197,Jr,1.5,1.5,NC State,2,5,79,1,15.80,"39.50
"
TE,Paul,Williams,6 - 3,230,Jr,1.5,2.5,Temple,9,17,164,3,9.65,"18.22
"
RB,Jake,Bell,6 - 0,172,(Jr),3.5,3.5,Boston College,2,8,112,2,14.00,"56.00
"
WR,James,Powers,6 - 2,198,Jr,1.5,2.5,Bowling Green,2,4,45,0,11.25,"22.50
"
WR,Charles,Hayes,6 - 2,207,(Sr),3.5,3.5,Cincinnati,9,33,476,2,14.42,"52.89
"
WR,Julio,McDaniel,6 - 2,225,(Fr),2.5,3.5,Washington,5,15,231,5,15.40,"46.20
"
WR,Lamar,Detmer,6 - 0,164,(Jr),2.5,3.5,Syracuse,11,38,565,1,14.87,"51.36
"
WR,Greg,Cobb,6 - 3,188,Sr,4.5,4.5,Cincinnati,11,53,864,6,16.30,"78.55
"
WR,Victor,Ramos,6 - 3,214,(So),3.5,3.5,Boston College,5,23,302,3,13.13,"60.40
"
RB,Lionel,Alford,5 - 11,170,Sr,3.5,3.5,Florida,1,5,43,1,8.60,"43.00
"
WR,Bobby,Mitchell,6 - 3,197,Sr,3.5,3.5,Oklahoma State,7,23,304,0,13.22,"43.43
"
RB,Ezekiel,Adams,6 - 4,185,Jr,3.5,3.5,Illinois,2,3,27,0,9.00,"13.50
"
WR,Jeremy,Swanson,6 - 4,164,Jr,1.5,1.5,Oklahoma,1,2,18,1,9.00,"18.00
"
WR,Kenny,Thornton,6 - 5,181,(Sr),2.5,2.5,Michigan State,1,2,30,1,15.00,"30.00
"
WR,Aaron,Hughes,6 - 4,193,So,1.5,3.5,Toledo,11,34,432,4,12.71,"39.27
"
WR,Eric,Sanderson,6 - 5,184,(Sr),2.5,2.5,Rice,11,36,544,1,15.11,"49.45
"
TE,Quentin,McCullough,6 - 7,240,Sr,4.5,4.5,Clemson,6,18,247,3,13.72,"41.17
"
WR,Nicolas,Singer,6 - 1,203,Fr,1.5,3.0,Florida State,3,6,67,0,11.17,"22.33
"
RB,Caleb,Kilmer,6 - 2,220,(So),2.5,3.0,San Diego State,1,2,29,1,14.50,"29.00
"
RB,Luke,Spurlock,5 - 10,202,Sr,3.0,3.0,Bowling Green,1,2,18,0,9.00,"18.00
"
WR,Jeremy,Scarborough,5 - 11,216,(So),3.5,4.5,Colorado State,10,107,1234,11,11.53,"123.40
"
WR,Otto,Irvin,6 - 1,179,(Sr),2.5,2.5,South Carolina,7,39,444,1,11.38,"63.43
"
TE,Kelly,Littleton,6 - 3,239,(Sr),5.0,5.0,Auburn,7,12,180,4,15.00,"25.71
"
TE,Jeff,Glick,6 - 3,225,Sr,3.0,3.0,Ole Miss,9,23,303,1,13.17,"33.67
"
WR,Aaron,Gustafsson,6 - 0,216,Jr,3.0,3.5,Arizona,1,2,16,0,8.00,"16.00
"
TE,David,Simpson,6 - 5,225,(Sr),3.5,3.5,Air Force,7,12,151,0,12.58,"21.57
"
TE,Mickel,Walker,6 - 1,253,(So),3.0,4.0,Purdue,9,33,426,9,12.91,"47.33
"
WR,Leon,Francis,6 - 6,194,Jr,2.5,2.5,Syracuse,8,23,310,4,13.48,"38.75
"
WR,Billy,Holmes,6 - 1,176,(Sr),3.0,3.0,Maryland,4,9,131,1,14.56,"32.75
"
WR,Mario,Fuentes,6 - 4,207,So,2.0,3.0,Missouri,1,4,55,1,13.75,"55.00
"
RB,Robert,Lewis,5 - 10,172,Sr,3.0,3.0,Pittsburgh,5,18,231,5,12.83,"46.20
"
WR,Adrian,Allen,6 - 4,183,Sr,5.0,5.0,Duke,11,102,1192,8,11.69,"108.36
"
WR,Tommy,Jordan,6 - 4,224,So,2.5,3.0,LSU,6,19,277,4,14.58,"46.17
"
WR,Forest,Dingle,6 - 1,184,(Sr),1.5,1.5,Hawaii,1,1,23,0,23.00,"23.00
"
TE,Jerry,Cipa,6 - 0,236,Sr,5.0,5.0,USC,6,41,521,5,12.71,"86.83
"
WR,Joseph,Page,6 - 3,220,(Fr),1.5,3.5,Tennessee,2,3,42,1,14.00,"21.00
"
TE,Abraham,Aireaus,6 - 2,216,(So),4.0,4.0,Navy,7,14,182,2,13.00,"26.00
"
RB,Terry,French,5 - 10,199,Sr,1.5,1.5,Western Michigan,5,9,135,0,15.00,"27.00
"
WR,Jerome,Byers,6 - 1,196,Jr,1.5,1.5,Florida,1,2,26,1,13.00,"26.00
"
WR,Corey,Cottrell,5 - 9,168,So,1.5,3.0,TCU,1,1,28,0,28.00,"28.00
"
TE,Xavier,McDonough,6 - 0,232,Jr,4.0,4.0,Boise State,3,5,64,1,12.80,"21.33
"
WR,Carl,Lloyd,6 - 1,179,Fr,1.5,3.0,Marshall,2,2,25,1,12.50,"12.50
"
WR,Richard,Hunter,6 - 4,174,So,1.0,2.0,Kent State,4,6,90,0,15.00,"22.50
"
TE,Shane,Kaufman,6 - 2,237,(Jr),4.5,4.5,LSU,8,27,382,5,14.15,"47.75
"
WR,Christopher,Dudley,6 - 6,162,Sr,3.5,3.5,Northwestern,5,12,160,0,13.33,"32.00
"
RB,Chad,Welch,5 - 9,199,Jr,2.0,2.5,Buffalo,2,4,60,0,15.00,"30.00
"
WR,Jeffery,Brown,6 - 1,175,So,2.5,3.5,Nevada,1,2,28,0,14.00,"28.00
"
WR,Charles,Garcia,72,166,So,2.5,4.0,Miami FL,1,3,34,0,11.33,"34.00
"
WR,LeRoy,McMahon,6 - 5,206,Sr,2.5,2.5,Ole Miss,12,43,587,0,13.65,"48.92
"
TE,Zeke,Handel,6 - 0,242,Jr,3.0,3.0,UCF,1,1,3,1,3.00,"3.00
"
WR,Malaefou,Lewis,5 - 8,181,(Jr),4.0,4.0,Arizona State,10,21,238,0,11.33,"23.80
"
WR,Sean,Jenkins,6 - 6,182,Sr,5.0,5.0,North Texas,12,105,1580,13,15.05,"131.67
"
WR,Cesar,Dooley,6 - 2,217,Sr,1.5,1.5,Ohio,8,31,357,4,11.52,"44.62
"
WR,Robert,Curtis,6 - 5,213,So,3.0,4.5,BYU,12,68,982,3,14.44,"81.83
"
WR,William,Adam,6 - 2,212,(Jr),1.5,2.5,San Jose State,2,8,89,1,11.12,"44.50
"
WR,Andres,Jenkins,5 - 9,163,(Fr),2.0,4.0,Georgia,8,22,343,4,15.59,"42.88
"
WR,C.J.,Jensen,6 - 3,185,Fr,3.0,3.0,Georgia,3,7,93,1,13.29,"31.00
"
TE,Robert,Kerr,6 - 6,216,Sr,4.0,4.0,Mississippi State,2,10,163,2,16.30,"81.50
"
RB,Troy,McCray,6 - 0,205,Jr,4.0,5.0,Wake Forest,2,5,164,1,32.80,"82.00
"
WR,Joseph,Murphy,6 - 2,180,So,2.5,3.0,UCF,7,16,215,4,13.44,"30.71
"
WR,Sonny,Beckett,6 - 6,188,(Sr),5.0,5.0,Miami FL,12,44,864,4,19.64,"72.00
"
RB,Troy,Booker,6 - 4,222,(So),3.5,4.5,Texas,1,2,38,1,19.00,"38.00
"
WR,Robert,Santiago,6 - 0,163,(Fr),2.5,4.0,Kentucky,9,57,716,7,12.56,"79.56
"
RB,Gary,Carr,6 - 1,197,(Sr),4.0,4.0,Utah,1,2,24,0,12.00,"24.00
"
TE,John,Goss,6 - 3,250,(Jr),2.0,2.5,Toledo,8,24,329,3,13.71,"41.12
"
WR,William,Hughes,6 - 4,171,So,1.0,2.5,Temple,11,24,319,3,13.29,"29.00
"
WR,Cameron,Lindsey,6 - 3,207,(So),4.0,4.0,Missouri,10,41,626,3,15.27,"62.60
"
WR,Elvis,Hicks,6 - 1,182,Fr,2.0,3.5,Ball State,8,23,272,0,11.83,"34.00
"
TE,Cap,Mitchell,6 - 2,222,(Sr),4.5,4.5,Michigan,6,18,275,3,15.28,"45.83
"
TE,Arthur,Pearce,6 - 6,238,(So),2.0,3.0,San Jose State,2,9,90,1,10.00,"45.00
"
TE,Paul,Lowery,6 - 4,221,(Fr),1.0,2.0,North Texas,1,3,39,0,13.00,"39.00
"
WR,Joseph,Vaughn,6 - 0,162,So,2.0,2.0,Kansas State,10,22,301,4,13.68,"30.10
"
TE,Lawrence,Gibson,6 - 3,239,Sr,4.5,4.5,Colorado State,2,9,124,1,13.78,"62.00
"
WR,Wes,David,5 - 11,168,Sr,3.0,3.0,Louisville,7,43,564,2,13.12,"80.57
"
FB,Steven,Phillips,5 - 11,212,(So),2.0,3.5,Indiana,1,1,2,0,2.00,"2.00
"
WR,Quintavius,Pearson,6 - 0,196,Jr,3.5,4.5,Louisville,11,70,962,7,13.74,"87.45
"
WR,Rob,Natkin,6 - 4,187,(Jr),3.5,3.5,Michigan,2,6,71,2,11.83,"35.50
"
WR,James,Pridgen,6 - 0,178,(Fr),2.0,3.0,Duke,2,6,84,1,14.00,"42.00
"
WR,Donald,Hall,6 - 2,187,So,1.0,1.5,Miami OH,1,2,23,1,11.50,"23.00
"
WR,Marcel,Weeks,6 - 1,186,Sr,2.5,2.5,Kent State,10,24,344,5,14.33,"34.40
"
TE,John,Flores,6 - 2,236,(Fr),1.0,2.5,Temple,3,4,41,0,10.25,"13.67
"
WR,Dan,Summerell,6 - 2,197,(So),2.5,3.0,Utah,3,7,81,0,11.57,"27.00
"
WR,James,Adams,6 - 6,215,Sr,1.5,1.5,Miami OH,8,53,593,5,11.19,"74.12
"
WR,Raheem,Robinson,6 - 3,192,Fr,3.5,5.0,Oklahoma State,9,52,763,9,14.67,"84.78
"
WR,Adam,Oliver,6 - 4,192,So,1.5,3.5,Eastern Michigan,10,53,602,1,11.36,"60.20
"
WR,Will,London,6 - 3,205,(So),3.0,4.0,Tennessee,8,22,253,1,11.50,"31.62
"
TE,Darren,Jones,6 - 7,241,(Jr),4.5,5.0,Baylor,10,22,325,2,14.77,"32.50
"
WR,Simon,Hillman,6 - 1,222,Fr,1.0,3.5,Michigan,1,2,6,1,3.00,"6.00
"
WR,James,Estes,6 - 5,206,Sr,2.0,2.0,Marshall,10,27,435,3,16.11,"43.50
"
WR,Thomas,Rankin,6 - 0,178,(Fr),2.0,3.5,Kentucky,5,21,278,3,13.24,"55.60
"
WR,Tommie,Green,6 - 1,197,(Jr),2.0,2.0,New Mexico,10,18,233,0,12.94,"23.30
"
RB,Orlando,Thomas,5 - 11,213,(So),3.0,3.5,Boise State,1,2,24,0,12.00,"24.00
"
WR,Howard,Ortega,5 - 9,205,Sr,1.5,1.5,Tulane,3,10,103,0,10.30,"34.33
"
WR,Todd,Druckenmiller,5 - 9,186,(Sr),4.5,4.5,Alabama,11,63,918,7,14.57,"83.45
"
WR,Melvin,Scott,5 - 9,190,Jr,2.0,2.0,Virginia,1,3,41,0,13.67,"41.00
"
TE,Carlos,Clayton,6 - 5,233,Sr,2.5,2.5,Fresno State,4,23,240,4,10.43,"60.00
"
WR,Austin,Bruno,6 - 3,192,(Fr),1.0,2.0,Central Michigan,1,1,18,0,18.00,"18.00
"
TE,Clifford,Guevara,6 - 4,234,(Fr),2.0,3.5,Northwestern,2,3,51,0,17.00,"25.50
"
WR,Israel,Price,6 - 1,180,Fr,2.5,3.0,Auburn,2,5,61,1,12.20,"30.50
"
TE,Joseph,Bullock,6 - 2,217,Sr,3.5,3.5,Arizona,2,6,71,1,11.83,"35.50
"
WR,Eric,Watson,5 - 10,181,(Fr),3.0,5.0,Boise State,13,36,599,3,16.64,"46.08
"
RB,Ricardo,Reed,5 - 9,201,So,3.0,5.0,Connecticut,3,5,101,0,20.20,"33.67
"
WR,William,Fowler,5 - 9,171,Fr,2.0,3.5,San Jose State,12,79,968,4,12.25,"80.67
"
FB,Morgan,Robinson,6 - 4,201,(So),3.5,3.5,Washington State,1,2,6,1,3.00,"6.00
"
TE,Maynard,Brooks,6 - 7,260,So,2.0,2.5,Army,5,18,284,4,15.78,"56.80
"
RB,Alvin,Robbins,5 - 8,198,So,1.0,1.5,Eastern Michigan,1,5,63,1,12.60,"63.00
"
WR,Vernon,Childs,6 - 5,184,(Jr),1.0,1.5,North Texas,1,4,33,0,8.25,"33.00
"
WR,Jose,Kemp,6 - 3,210,So,2.0,3.0,ECU,12,28,483,2,17.25,"40.25
"
FB,Bruce,Wilson,6 - 1,221,Jr,4.0,4.0,Stanford,1,3,42,1,14.00,"42.00
"
TE,Brad,Richards,6 - 3,224,Jr,4.0,4.0,Houston,8,32,481,5,15.03,"60.12
"
TE,Will,Holly,6 - 2,237,(So),3.5,4.5,Texas,1,1,27,0,27.00,"27.00
"
WR,Christopher,Rosario,6 - 5,196,So,1.5,3.0,Akron,3,9,96,1,10.67,"32.00
"
WR,Elijah,Pulliam,6 - 1,182,Jr,1.5,2.5,Eastern Michigan,2,10,136,2,13.60,"68.00
"
WR,Rocky,Kruse,6 - 2,169,(Fr),2.5,4.5,Hawaii,3,12,138,2,11.50,"46.00
"
WR,John,Fiedler,6 - 4,179,(Jr),3.5,3.5,Wisconsin,13,55,884,6,16.07,"68.00
"
WR,Jeremy,Painter,5 - 10,176,(So),2.5,3.5,SMU,3,6,106,2,17.67,"35.33
"
WR,R.J.,Dove,6 - 4,221,Jr,3.0,3.0,Northwestern,5,10,162,0,16.20,"32.40
"
WR,Edmond,Kerr,6 - 5,181,So,1.0,2.0,Miami OH,4,22,246,3,11.18,"61.50
"
WR,Tai,Miller,6 - 4,186,(Jr),5.0,5.0,Oklahoma,13,85,1426,8,16.78,"109.69
"
RB,Frank,Barrett,6 - 0,185,Sr,3.0,3.0,South Carolina,2,8,116,2,14.50,"58.00
"
RB,Marvin,Washington,5 - 8,178,(Jr),4.0,4.5,California,1,4,35,1,8.75,"35.00
"
RB,Kenneth,Farr,5 - 8,183,(Sr),5.0,5.0,Kentucky,3,12,142,3,11.83,"47.33
"
WR,Eric,Huber,5 - 11,180,Sr,3.0,3.0,Oregon State,12,37,517,2,13.97,"43.08
"
