 Position 
ATH,Jackson,Gibson,76,240,2018,Run Blocking,3.0,5.0,Auburn,7,22,350,5,15.91
TE,Matt,Stone,76,236,2018,Pass Blocking,5.0,5.0,UCLA,10,26,368,5,14.15
"
",TE,Victor,Stover,74,Indiana,Sr,Pass Blocking,3.5,3.5,2018,3,6,120,1
20.00,"
",TE,Fred,Stratton,1.5,238,(Jr),Pass Blocking,1.5,Middle Tennessee,2018,1,6,44
0,7.33,"
",TE,Michael,2.0,74,210,Sr,Pass Blocking,2.0,Connecticut,2018,2,3
35,1,11.67,"
",TE,Run Blocking,Stuckey,74,229,Jr,3.0,3.0,Louisville,2018,8
24,334,6,13.92,"
",(Jr),Samuel,Summers,78,225,Pass Blocking,4.0,4.0,Boise State,2018
8,27,384,5,14.22,236,TE,Kana,Tagata,72,(So),Run Blocking,2.5,4.0,TCU
2018,1,2,9,1,76,"
",TE,Troy,Terrell,192,So,Run Blocking,2.0,3.5
Western Michigan,2018,4,7,93,Tinsley - Samuels,13.29,"
",TE,Keith,73,214,(Fr),Pass Blocking,2.5
4.5,Hawaii,2018,2,7,Walt,2,13.14,"
",TE,Trainor,72,221,(Sr),Run Blocking
3.5,3.5,UCF,2018,10,TE,407,6,13.57,"
",Quinn,Turner,74,252,(Sr)
Pass Blocking,3.0,3.0,Ohio State,2018,"
",27,336,7,12.44,TE,Carlos,Vargas,74,236
(Fr),Run Blocking,2.0,4.0,Western Michigan,12.88,7,16,206,1,"
",TE,Mickel,Walker,73
253,(Sr),Pass Blocking,4.0,4.0,3,2018,4,14,203,14.50,"
",TE,Alberto,Ward
73,223,Fr,Pass Blocking,1.0,155,Old Dominion,2018,9,14,0,11.07,"
",TE,Bob
Waterman,75,209,So,Run Blocking,28,3.0,Miami (FL),2018,8,394,7,14.07,"
",TE
Danny,Watkins,76,225,(Fr),1,1.0,2.0,Charlotte,2018,1,13,0,13.00,"
"
TE,Juan,Watson,75,236,2018,Pass Blocking,1.5,3.0,UAB,10,22,303,3,13.77
"
",TE,Abraham,Weir,73,Florida,Jr,Run Blocking,2.5,3.5,2018,1,1,8,1
8.00,"
",TE,Edward,Wells,3.0,255,(Jr),Pass Blocking,3.0,Rice,2018,2,3,60
1,20.00,"
",TE,Kenneth,3.5,77,244,Sr,Run Blocking,3.5,Minnesota,2018,4,25
273,2,10.92,"
",TE,Pass Blocking,White,75,235,Sr,3.0,3.0,Indiana,2018,1
2,20,1,10.00,"
",Fr,Christopher,Wilkins,72,220,Run Blocking,2.0,4.0,Utah State,2018
7,27,368,5,13.63,230,TE,Norman,Willard,73,(Jr),Pass Blocking,4.5,4.5,Boston College
2018,7,33,461,8,76,"
",TE,Quintavius,Winter,241,(Sr),Run Blocking,3.0,3.0
Baylor,2018,2,2,24,Wooten,12.00,"
",TE,Eddie,74,206,Jr,Pass Blocking,2.5
4.0,North Carolina,2018,1,2,Kenneth,0,3.50,"
",TE,Wright,75,223,Jr,Pass Blocking
3.5,4.5,Southern Miss,2018,4,TE,167,1,11.93,"
",Andrew,Yearney,77,247,(Sr)
Pass Blocking,4.5,4.5,Maryland,2018,"
",29,366,3,12.62,TE,Bradley,Young,77,191
So,Run Blocking,2.0,3.5,North Texas,6.67,1,3,20,0,"
",WR,Wayne,Abel,77
209,(Jr),Target,1.0,1.5,2,2018,4,12,126,10.50,"
",WR,Graham,Adam
69,156,(Fr),Speed,2.0,577,Utah,2018,10,44,3,13.11,"
",WR,Daniel
Addison,76,199,So,Target,25,2.5,Toledo,2018,8,377,2,15.08,"
",WR
Nathaniel,Alford,72,175,(Fr),3,2.5,3.0,Northern Illinois,2018,15,196,3,13.07,"
"
WR,Michael,Allen,74,214,2018,Target,4.0,4.5,Wisconsin,11,42,630,6,15.00
"
",WR,Vincent,Allen,71,Rutgers,(So),Speed,3.0,3.0,2018,8,60,692,7
11.53,"
",WR,William,Anderson,5.0,207,(Jr),Target,5.0,Alabama,2018,11,66,1084
7,16.42,"
",WR,James,2.5,71,172,Sr,Target,2.5,Central Michigan,2018,9,53
815,4,15.38,"
",WR,Target,Austin,77,217,(So),3.5,5.0,Tennessee,2018,12
69,1091,6,15.81,"
",(Jr),Aaron,Ayala,73,169,Speed,3.5,4.5,Wisconsin,2018
11,50,678,6,13.56,192,WR,Rashad,Azumah,73,(Sr),Target,4.0,4.0,Nebraska
2018,5,18,235,1,77,"
",WR,Donald,Baez,187,So,Speed,2.0,3.5
UNLV,2018,11,40,472,Bailey,11.80,"
",WR,Roger,70,159,Sr,Speed,4.5
4.5,Oregon State,2018,11,68,Nicholas,1,11.15,"
",WR,Baker,76,183,(Fr),Target
1.0,2.5,Louisiana Tech,2018,4,WR,129,2,12.90,"
",Max,Bakhtiari,75,189,Fr
Target,1.5,4.0,Oregon,2018,"
",18,181,2,10.06,WR,Ralph,Bales,71,189
So,Speed,2.5,3.5,Syracuse,14.77,5,22,325,3,"
",WR,Richard,Banda,73
194,Sr,Speed,3.0,3.0,1,2018,12,35,466,13.31,"
",WR,Maurice,Barbee
77,201,So,Speed,1.5,382,UTSA,2018,10,29,1,13.17,"
",WR,Joshua
Barbour,73,184,(So),Speed,7,3.5,Pittsburgh,2018,1,105,1,15.00,"
",WR
Herb,Barker,78,180,Sr,4,3.5,3.5,USF,2018,15,234,1,15.60,"
"
WR,Frederick,Bartlett,73,219,2018,Speed,2.5,4.5,Purdue,8,36,538,5,14.94
"
",WR,Cameron,Beatty,75,Virginia,(So),Target,3.5,4.0,2018,11,94,1131,5
12.03,"
",WR,Arturo,Beckham,4.5,176,(Jr),Speed,4.5,Arizona State,2018,12,57,860
7,15.09,"
",WR,Jamel,5.0,72,213,Sr,Target,5.0,TCU,2018,11,84
1154,7,13.74,"
",WR,Speed,Bermudez,72,156,(So),2.5,3.5,Texas Tech,2018,4
17,278,2,16.35,"
",Sr,Messiah,Bernard,74,205,Target,4.0,4.0,LSU,2018
10,51,695,6,13.63,196,WR,Jamir,Blackburn,76,So,Speed,3.5,5.0,Minnesota
2018,7,38,501,6,76,"
",WR,John,Blanco,169,(So),Target,2.5,2.5
Buffalo,2018,7,24,302,Blankenship,12.58,"
",WR,Terry,73,225,Sr,Target,3.0
3.0,Georgia,2018,4,14,Corey,1,10.93,"
",WR,Bolden,73,188,Fr,Speed
2.5,3.5,Clemson,2018,8,WR,387,4,14.33,"
",Juan,Bowen,77,197,So
Target,1.0,1.5,Charlotte,2018,"
",11,144,2,13.09,WR,Charles,Bowman,78,194
Jr,Speed,2.5,2.5,Old Dominion,12.57,10,21,264,0,"
",WR,Abdoulaye,Bowser,73
162,So,Speed,2.0,3.5,2,2018,8,34,439,12.91,"
",WR,George,Boyd
73,190,(So),Target,2.5,654,Buffalo,2018,12,46,1,14.22,"
",WR,Shia
Brady,73,201,So,Speed,61,3.0,Florida,2018,9,789,4,12.93,"
",WR
Ari,Brower,69,178,(So),2,2.0,2.0,New Mexico,2018,5,65,1,13.00,"
"
WR,Benjamin,Brown,73,168,2018,Speed,1.0,2.5,Western Kentucky,6,20,263,2,13.15
"
",WR,Donald,Brown,74,UNLV,(Jr),Target,2.5,3.0,2018,10,34,397,4
11.68,"
",WR,Jeffery,Brown,3.5,175,Sr,Target,3.5,Nevada,2018,7,17,214
0,12.59,"
",WR,Jamaal,4.5,73,211,Sr,Target,4.5,Penn State,2018,11,63
1016,6,16.13,"
",WR,Speed,Browne,73,166,Jr,3.0,3.5,Tennessee,2018,2
5,70,0,14.00,"
",(Jr),Austin,Bruno,75,192,Speed,2.0,2.0,Central Michigan,2018
6,20,271,2,13.55,166,WR,Jerry,Buchanan,73,Sr,Speed,3.5,3.5,Rice
2018,6,37,460,5,69,"
",WR,Mason,Burkett,164,(Fr),Speed,2.5,3.0
Akron,2018,9,21,219,Burkhart,10.43,"
",WR,Dean,76,207,(Fr),Target,2.0
5.0,SMU,2018,5,17,Xavier,1,15.94,"
",WR,Busch,73,219,Jr,Target
3.0,3.0,Texas A&M,2018,11,WR,1013,6,12.35,"
",William,Butcher,74,207,Sr
Target,3.0,3.0,Louisville,2018,"
",11,138,1,12.55,WR,Oscar,Butler,70,200
Jr,Target,1.5,3.0,UAB,15.50,1,2,31,1,"
",WR,A.J.,Byrne,73
216,Jr,Target,5.0,5.0,5,2018,12,74,1098,14.84,"
",WR,D'Andre,Carson
76,207,So,Target,2.5,48,Georgia,2018,1,2,0,24.00,"
",WR,Benjamin
Cary,74,230,Fr,Target,5,3.0,Florida,2018,2,105,2,21.00,"
",WR
Abdoul,Causey,70,193,(So),4,3.5,4.5,Texas,2018,28,383,1,13.68,"
"
WR,Amadou,Chambers,74,160,2018,Speed,3.0,4.0,Iowa,10,51,699,5,13.71
"
",WR,Damian,Chambers,74,Florida State,(Sr),Target,3.5,3.5,2018,6,21,355,4
16.90,"
",WR,Tyron,Chambers,5.0,220,Fr,Target,3.0,Arkansas,2018,11,113,1524
15,13.49,"
",WR,Mohamed,5.0,76,192,Sr,Target,5.0,Minnesota,2018,11,63
962,6,15.27,"
",WR,Target,Christensen,74,212,Sr,2.0,2.0,Stanford,2018,1
2,22,1,11.00,"
",So,Terry,Christensen,76,207,Target,1.5,3.0,UAB,2018
3,5,48,1,9.60,166,WR,Jasiah,Christian,70,So,Speed,3.0,3.5,Northern Illinois
2018,8,35,465,2,76,"
",WR,Anton,Chung,210,(Jr),Target,3.0,3.0
Illinois,2018,11,41,582,Clark,14.20,"
",WR,Donald,73,192,Sr,Speed,2.0
2.0,FAU,2018,11,58,Malcolm,2,10.05,"
",WR,Clarke,75,216,Sr,Target
2.0,2.0,Navy,2018,2,WR,37,2,9.25,"
",Dustin,Clement,77,218,Sr
Target,2.5,2.5,ECU,2018,"
",14,170,4,12.14,WR,Jamal,Cobb,70,185
Jr,Target,3.0,3.0,Iowa,16.53,4,15,248,2,"
",WR,Luke,Cobb,77
198,So,Speed,4.0,5.0,10,2018,12,75,1055,14.07,"
",WR,Cecil,Coble
73,169,(Jr),Target,2.0,48,Utah State,2018,2,5,0,9.60,"
",WR,Adam
Coles,72,198,(Fr),Speed,83,5.0,Pittsburgh,2018,10,1083,6,13.05,"
",WR
Ayden,Coley,76,189,(Fr),10,2.0,4.0,Maryland,2018,38,524,3,13.79,"
"
WR,John,Collins,71,168,2018,Speed,2.5,2.5,Texas A&M,1,5,69,1,13.80
"
",WR,Miles,Collins,71,San Diego State,Sr,Speed,5.0,5.0,2018,12,60,730,1
12.17,"
",WR,Matthew,Combs,2.5,215,(Sr),Target,2.5,Illinois,2018,6,14,171
3,12.21,"
",WR,Nick,2.5,74,198,Jr,Speed,2.5,California,2018,1,2
22,0,11.00,"
",WR,Target,Cook,72,217,(Jr),4.5,5.0,Washington State,2018,12
96,1524,8,15.88,"
",(So),Patrick,Cornett,76,197,Target,3.0,3.0,ECU,2018
9,23,333,5,14.48,168,WR,Corey,Cottrell,69,Sr,Speed,3.0,3.0,TCU
2018,1,2,42,1,76,"
",WR,Cyrus,Crabtree,206,Jr,Target,2.5,3.5
UCF,2018,10,26,360,Craven,13.85,"
",WR,Andre,74,167,(Sr),Speed,3.0
3.0,Arizona State,2018,2,6,Ira,1,13.67,"
",WR,Crawford,71,167,Sr,Speed
3.0,3.0,Ball State,2018,6,WR,246,1,12.30,"
",Lamont,Crawford,71,166,Jr
Speed,4.5,5.0,Temple,2018,"
",76,978,6,12.87,WR,Zach,Croaker,73,206
(Sr),Speed,4.0,4.0,Army,13.12,12,48,630,0,"
",WR,Isaiah,Cronin,73
174,(Jr),Speed,4.5,5.0,6,2018,11,78,970,12.44,"
",WR,Joseph,Crum
76,206,Sr,Target,3.0,333,Mississippi State,2018,9,26,2,12.81,"
",WR,Ibrahima
Crump,73,187,So,Speed,50,4.0,Tulane,2018,12,726,0,14.52,"
",WR
Maxwell,Cummins,75,195,(Fr),12,2.5,3.5,Baylor,2018,51,708,4,13.88,"
"
WR,Jerry,Cunningham,71,193,2018,Speed,3.5,3.5,Wyoming,11,35,469,3,13.40
"
",WR,Matthew,Cunningham,74,Southern Miss,(Fr),Speed,1.5,3.5,2018,11,39,415,2
10.64,"
",WR,Tyrone,Cunningham,4.5,222,(Sr),Target,4.5,Arizona,2018,12,66,1006
5,15.24,"
",WR,Robert,4.5,77,213,Sr,Target,4.5,BYU,2018,12,56
757,0,13.52,"
",WR,Speed,Dale,70,193,Sr,2.5,2.5,Louisiana Tech,2018,9
40,467,3,11.68,"
",(Jr),Daniel,Davis,76,216,Target,2.5,2.5,ECU,2018
1,1,21,0,21.00,199,WR,Jaime,Davis,77,Sr,Target,3.0,3.0,UTSA
2018,12,42,537,2,76,"
",WR,Kenneth,Davis,212,Sr,Target,2.5,2.5
Alabama,2018,5,17,211,Davis,12.41,"
",WR,Malcolm,78,216,So,Target,3.5
5.0,Kansas,2018,10,69,Roy,9,14.48,"
",WR,Davis,76,209,(Jr),Target
4.5,4.5,Texas,2018,11,WR,1466,11,12.42,"
",Gene,Diaz,74,175,(Jr)
Speed,3.5,3.5,Arizona State,2018,"
",22,326,1,14.82,WR,Joseph,Dickerson,71,158
(Jr),Speed,4.0,4.5,Virginia Tech,13.10,10,70,917,6,"
",WR,Luke,Dickinson,76
213,So,Target,3.0,3.0,2,2018,3,20,232,11.60,"
",WR,Richard,Dodge
75,186,Sr,Speed,4.0,870,Bowling Green,2018,12,66,3,13.18,"
",WR,William
Doherty,78,228,(Jr),Target,53,5.0,USC,2018,9,808,4,15.25,"
",WR
Omar,Donald,76,205,(Fr),1,2.0,3.5,Temple,2018,2,20,1,10.00,"
"
WR,Stephen,Dudley,74,208,2018,Target,1.5,3.5,Miami (FL),6,26,349,4,13.42
"
",WR,David,Edwards,73,FAU,(Jr),Speed,3.5,4.0,2018,11,105,924,5
8.80,"
",WR,Steven,Edwards,2.5,207,Sr,Target,2.5,Ole Miss,2018,1,2,27
1,13.50,"
",WR,Elliott,3.0,72,222,(So),Target,4.0,Iowa State,2018,10,32
463,2,14.47,"
",WR,Target,Eifert,75,208,Sr,4.5,4.5,Nebraska,2018,11
50,701,9,14.02,"
",(Sr),Saki,Ekiyor,74,193,Speed,3.5,3.5,Georgia State,2018
12,65,935,6,14.38,222,WR,Benjamin,Epps,70,Fr,Target,1.0,4.0,Hawaii
2018,2,9,126,2,76,"
",WR,Elijah,Epps,208,So,Target,1.5,3.0
Utah State,2018,9,32,395,Escobedo,12.34,"
",WR,Logan,74,197,So,Target,1.5
2.5,Connecticut,2018,3,8,Apelu,1,11.25,"
",WR,Faapo,70,188,Jr,Speed
3.0,3.5,Virginia,2018,8,WR,708,2,14.45,"
",Mark,Farrar,73,166,(Jr)
Speed,3.5,3.5,Pittsburgh,2018,"
",16,193,3,12.06,WR,Tyler,Finley,73,217
Fr,Target,1.5,2.5,Memphis,12.50,5,12,150,2,"
",WR,Tom,Forrest,75
215,Sr,Target,3.0,3.0,8,2018,10,54,866,16.04,"
",WR,William,Fowler
69,171,Jr,Speed,3.5,1245,San Jose State,2018,10,88,8,14.15,"
",WR,William
Frazier,73,166,Sr,Speed,26,3.5,Purdue,2018,8,354,4,13.62,"
",WR
Dante,Freeman,77,224,(Jr),12,3.5,3.5,Syracuse,2018,91,1170,5,12.86,"
"
WR,Joshua,Freeman,74,233,2018,Target,2.0,4.5,Stanford,9,49,734,6,14.98
"
",WR,Mario,Fuentes,76,Missouri,Sr,Target,3.0,3.0,2018,1,4,39,1
9.75,"
",WR,Javier,Galloway,3.5,215,(So),Target,2.5,Colorado State,2018,2,6,95
2,15.83,"
",WR,Xavier,3.0,73,221,(Fr),Target,4.0,Oklahoma State,2018,9,29
336,2,11.59,"
",WR,Speed,Garcia,72,166,Sr,4.0,4.0,Miami (FL),2018,5
22,310,5,14.09,"
",Jr,Jeffery,Garcia,75,193,Target,3.5,3.5,North Texas,2018
11,40,475,0,11.88,161,WR,Kenneth,Garcia,75,Sr,Speed,3.0,3.0,Georgia State
2018,4,13,180,0,76,"
",WR,Kevin,Garvin,224,Jr,Target,5.0,5.0
Boise State,2018,12,51,1002,Garza,19.65,"
",WR,Chris,76,164,(Sr),Speed,3.0
3.0,Baylor,2018,4,11,Donald,1,10.45,"
",WR,Gay,75,172,Sr,Speed
3.0,3.0,Ole Miss,2018,5,WR,192,1,13.71,"
",Francisco,Gibson,73,216,Sr
Target,5.0,5.0,Washington,2018,"
",68,867,1,12.75,WR,Sebastian,Gilliland,71,183
(So),Target,3.0,3.0,Fresno State,12.18,9,49,597,3,"
",WR,Raymond,Givens,74
217,So,Target,2.5,2.5,5,2018,9,45,590,13.11,"
",WR,James,Glass
72,166,Sr,Speed,2.5,103,Georgia,2018,3,7,1,14.71,"
",WR,Robert
Gleason,74,198,Sr,Target,4,3.0,Wake Forest,2018,1,66,1,16.50,"
",WR
Roberto,Golden,74,200,(So),5,2.5,2.5,Memphis,2018,12,162,1,13.50,"
"
WR,Ira,Gonzalez,75,166,2018,Speed,3.0,3.0,Georgia State,1,3,68,1,22.67
"
",WR,Arthur,Good,73,Georgia State,(So),Target,3.5,3.5,2018,10,33,573,3
17.36,"
",WR,Darius,Goode,4.0,232,Jr,Target,3.0,Nevada,2018,12,55,783
7,14.24,"
",WR,Steven,1.0,74,197,Fr,Target,2.5,Kansas State,2018,1,1
5,1,5.00,"
",WR,Target,Goodson,76,209,(So),3.0,3.5,Purdue,2018,2
6,70,1,11.67,"
",Sr,Jeffrey,Goss,75,168,Speed,3.0,3.0,Kansas,2018
2,6,85,1,14.17,210,WR,Javier,Grant,72,(Jr),Target,3.0,3.0,Duke
2018,7,18,261,0,76,"
",WR,Shawn,Grant,190,(So),Speed,1.5,2.5
Middle Tennessee,2018,12,84,732,Green,8.71,"
",WR,Fred,72,207,(Sr),Speed,3.5
3.5,Hawaii,2018,3,12,Gene,0,14.50,"
",WR,Green,73,160,Sr,Speed
2.5,2.5,Mississippi State,2018,3,WR,57,0,11.40,"
",Nathan,Green,73,222,So
Target,2.5,2.5,Wyoming,2018,"
",17,223,0,13.12,WR,Joel,Greene,75,233
(Fr),Target,2.0,3.5,Illinois,9.60,2,5,48,0,"
",WR,Mark,Gregory,73
218,Sr,Target,2.0,2.0,0,2018,7,14,154,11.00,"
",WR,Darrell,Grubb
70,177,(Jr),Speed,3.5,204,BYU,2018,6,16,4,12.75,"
",WR,Maxwell
Grubbs,74,170,(So),Speed,47,3.5,ECU,2018,11,589,3,12.53,"
",WR
Melvin,Grubbs,69,171,(So),12,3.0,3.0,Miami (OH),2018,74,927,4,12.53,"
"
WR,Luke,Guy,73,182,2018,Speed,4.0,4.0,Washington,10,44,558,5,12.68
"
",WR,James,Hall,77,Air Force,(So),Target,3.5,4.0,2018,11,55,808,4
14.69,"
",WR,Michael,Hall,4.0,218,(Jr),Target,4.0,Penn State,2018,9,45,668
5,14.84,"
",WR,Barry,1.5,70,185,Jr,Speed,2.5,UTEP,2018,11,20
283,4,14.15,"
",WR,Speed,Hampton,74,171,Sr,3.0,3.0,Houston,2018,2
8,137,2,17.12,"
",Jr,Ralph,Hamrick,69,185,Speed,2.5,2.5,Fresno State,2018
1,6,73,0,12.17,187,WR,Anthony,Hanson,75,Jr,Target,3.0,3.0,Tulsa
2018,12,58,900,2,70,"
",WR,Aiden,Harper,218,Fr,Speed,1.0,2.5
Northwestern,2018,1,3,41,Harper,13.67,"
",WR,Michael,74,171,(So),Speed,2.5
3.5,Minnesota,2018,7,28,Arthur,6,13.04,"
",WR,Harrell,78,214,Sr,Speed
1.5,1.5,Southern Miss,2018,7,WR,211,1,11.72,"
",Messiah,Harris,74,188,Fr
Speed,2.0,3.0,Western Michigan,2018,"
",30,372,4,12.40,WR,Kenneth,Harrison,73,153
(Fr),Speed,2.5,4.0,Miami (OH),11.21,8,42,471,4,"
",WR,Ray,Harrison,73
197,(Sr),Target,4.5,4.5,5,2018,11,64,900,14.06,"
",WR,Frank,Hart
77,187,(Jr),Target,1.5,38,Tulane,2018,2,3,2,12.67,"
",WR,Kendall
Hartings,76,195,(Sr),Speed,7,3.0,Army,2018,3,108,2,15.43,"
",WR
Giovanni,Haskins,70,185,(So),7,3.5,4.0,Michigan,2018,27,367,3,13.59,"
"
WR,Sebastian,Hatcher,73,153,2018,Speed,3.0,4.0,SMU,8,30,438,3,14.60
"
",WR,Mayer,Hays,73,Buffalo,(Fr),Speed,2.0,3.0,2018,4,12,145,2
12.08,"
",WR,James,Hebert,2.0,174,(Sr),Speed,2.0,Virginia,2018,1,3,40
1,13.33,"
",WR,Henry,3.0,74,223,Jr,Speed,3.0,Northwestern,2018,11,79
1054,6,13.34,"
",WR,Speed,Herrmann,74,178,Sr,3.0,3.0,TCU,2018,5
25,311,3,12.44,"
",(Sr),Brendan,Hevesy,76,180,Speed,3.0,3.0,Georgia Tech,2018
2,8,102,2,12.75,182,WR,Elvis,Hicks,73,Jr,Speed,3.5,3.5,Ball State
2018,9,26,308,1,72,"
",WR,Marcus,Hightower,192,Fr,Target,2.0,3.5
New Mexico,2018,9,30,388,Hill,12.93,"
",WR,Markus,70,194,(Sr),Target,3.0
3.0,Notre Dame,2018,6,24,Sam,1,11.21,"
",WR,Hiller - Weeden,75,205,Jr,Target
5.0,5.0,Fresno State,2018,11,WR,1284,14,11.78,"
",Simon,Hillman,73,222,Jr
Target,3.5,3.5,Michigan,2018,"
",11,171,4,15.55,WR,Daniel,Hobbs,76,219
(Fr),Target,2.0,5.0,Missouri,13.47,12,55,741,8,"
",WR,Damian,Holcomb,76
198,(Fr),Target,2.0,3.5,4,2018,7,27,347,12.85,"
",WR,Carl,Hollingsworth
71,207,Sr,Target,3.0,221,UAB,2018,7,18,0,12.28,"
",WR,Jason
Hooks,74,172,(So),Speed,3,3.5,Oregon,2018,2,31,0,10.33,"
",WR
Marty,Hoover,69,195,(Sr),2,2.5,2.5,NC State,2018,3,48,0,16.00,"
"
WR,Justin,Hoskins,73,213,2018,Speed,3.0,3.0,Washington State,3,11,141,3,12.82
"
",WR,Claudio,Howard,74,USF,So,Speed,3.5,4.5,2018,8,33,511,4
15.48,"
",WR,Jared,Huggins,3.0,215,Fr,Target,1.0,Utah State,2018,3,7,95
0,13.57,"
",WR,Rodrigo,3.5,74,226,(Jr),Target,3.5,Colorado State,2018,10,72
961,4,13.35,"
",WR,Target,Hunt,76,181,Jr,3.0,3.5,Stanford,2018,2
7,102,2,14.57,"
",Sr,Richard,Hunter,76,174,Speed,2.0,2.0,Kent State,2018
2,5,87,0,17.40,198,WR,Jamir,Irving,75,Fr,Target,1.5,3.0,Rice
2018,1,2,21,1,78,"
",WR,Jerry,Jackson,178,So,Target,2.0,3.5
Tulsa,2018,8,31,411,Jackson,13.26,"
",WR,Monte,78,227,Sr,Target,5.0
5.0,Miami (FL),2018,11,81,Rentavious,6,14.84,"
",WR,Jackson,74,167,(Sr),Speed
3.0,3.0,Ohio State,2018,9,WR,585,8,18.28,"
",Adrian,Jankowski,76,194,(Sr)
Target,4.5,4.5,Texas A&M,2018,"
",104,1264,14,12.15,WR,Kevin,Jean,70,182
Fr,Speed,2.0,3.5,San Jose State,14.50,1,4,58,1,"
",WR,Andres,Jenkins,69
163,(Jr),Speed,3.5,4.0,3,2018,10,45,583,12.96,"
",WR,Cecil,Jenkins
69,181,Sr,Target,2.5,422,Memphis,2018,9,37,1,11.41,"
",WR,David
Johnson,73,219,Sr,Target,17,1.5,Middle Tennessee,2018,5,159,1,9.35,"
",WR
Randall,Johnson,73,180,(So),12,3.5,4.5,Southern Miss,2018,70,820,3,11.71,"
"
WR,Roger,Johnson,73,170,2018,Speed,3.5,3.5,Georgia Tech,10,28,381,2,13.61
"
",WR,Warren,Johnson,69,Tulane,Jr,Speed,2.5,2.5,2018,2,6,87,0
14.50,"
",WR,Dallas,Johnston,2.5,210,Sr,Target,2.5,California,2018,10,23,286
3,12.43,"
",WR,Christopher,1.5,71,211,So,Speed,2.5,Middle Tennessee,2018,7,32
322,0,10.06,"
",WR,Speed,Jones,71,165,Jr,2.5,3.5,Air Force,2018,5
11,232,5,21.09,"
",(Jr),James,Jones,70,162,Speed,4.0,4.0,Arizona,2018
2,5,39,1,7.80,186,WR,Mike,Jones,74,(Jr),Speed,3.0,3.0,Oregon
2018,12,47,681,6,76,"
",WR,Nicholas,Jones,205,(So),Target,3.0,3.5
San Diego State,2018,7,16,201,Jones,12.56,"
",WR,Rodney,70,187,(Fr),Target,1.0
2.0,Middle Tennessee,2018,1,4,Timothy,0,9.25,"
",WR,Jones,73,176,Sr,Speed
3.5,3.5,Michigan,2018,5,WR,238,6,14.88,"
",Tommy,Jordan,76,224,Sr
Target,3.0,3.0,LSU,2018,"
",20,248,3,12.40,WR,Alex,Kauffman,76,232
Jr,Target,3.5,4.0,Arkansas,11.59,12,124,1437,10,"
",WR,Aaden,Kemp,73
199,(Fr),Target,2.5,3.0,1,2018,1,2,15,7.50,"
",WR,Martin,Kendrick
71,164,Sr,Speed,2.5,28,Army,2018,1,1,0,28.00,"
",WR,Alfonzo
Kim,77,221,(Jr),Target,7,3.0,Texas,2018,2,116,1,16.57,"
",WR
R.J.,Kim,68,178,(Sr),8,4.0,4.0,Temple,2018,25,361,1,14.44,"
"
WR,Gregory,Kincaid,73,219,2018,Target,3.0,3.0,Ohio State,8,35,565,4,16.14
"
",WR,Jaeden,Kirkland,73,Kansas State,So,Target,2.5,2.5,2018,6,12,124,0
10.33,"
",WR,Dale,Klein,2.5,220,Sr,Target,2.5,Navy,2018,9,32,449
1,14.03,"
",WR,Jon,3.0,69,175,So,Speed,3.0,Notre Dame,2018,9,25
384,4,15.36,"
",WR,Speed,Kruse,74,169,(Jr),4.5,4.5,Hawaii,2018,8
50,613,5,12.26,"
",(So),Ari,Lake,77,196,Target,3.5,3.5,Arkansas,2018
6,28,327,3,11.68,199,WR,Jame,Lamb,78,Sr,Target,1.5,1.5,UTSA
2018,2,8,70,0,73,"
",WR,Patrick,Lambert,228,(Jr),Target,4.0,4.5
Boston College,2018,8,45,624,Landrum,13.87,"
",WR,Michael,73,193,So,Target,1.5
2.5,Western Kentucky,2018,9,46,John,6,11.80,"
",WR,Lang,70,177,Jr,Target
2.5,3.5,San Jose State,2018,6,WR,490,2,12.89,"
",Elias,Langston,72,227,Fr
Target,1.5,4.0,West Virginia,2018,"
",58,856,4,14.76,WR,Benjamin,Larry,75,224
(Jr),Target,3.5,3.5,Air Force,13.83,9,36,498,3,"
",WR,Reginald,Lattimore,73
187,(Fr),Target,2.5,4.5,2,2018,4,12,169,14.08,"
",WR,Kyle,Laughlin
75,207,(Fr),Target,2.0,77,Wyoming,2018,3,5,1,15.40,"
",WR,Aden
Leary,74,221,So,Target,21,3.0,West Virginia,2018,7,259,1,12.33,"
",WR
Jason,Leblanc,74,167,(Jr),9,3.0,3.0,Auburn,2018,40,437,4,10.93,"
"
WR,Jaeden,Lemons,71,169,2018,Speed,2.5,2.5,Oregon State,7,39,383,0,9.82
"
",WR,Jaheim,Lemons,71,Michigan State,Jr,Target,4.5,5.0,2018,10,55,829,2
15.07,"
",WR,Daniel,Lentz,3.5,201,(Fr),Target,2.0,Eastern Michigan,2018,9,32,382
4,11.94,"
",WR,Jacob,2.5,72,187,Jr,Target,4.0,Oklahoma,2018,11,67
964,5,14.39,"
",WR,Target,Lewis,75,203,Sr,3.0,3.0,Georgia,2018,10
29,368,4,12.69,"
",(Sr),Cameron,Lindsey,75,207,Speed,4.0,4.0,Missouri,2018
10,47,699,4,14.87,210,WR,Chance,Lindsey,77,So,Target,2.5,3.5,North Texas
2018,6,15,201,0,69,"
",WR,Charlie,Link,186,Fr,Speed,1.0,3.0
Ohio,2018,1,2,27,Lipscomb,13.50,"
",WR,Kristian,76,210,(So),Speed,2.5
3.0,California,2018,9,31,Carl,0,12.71,"
",WR,Lloyd,73,179,Jr,Speed
