 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Tackles , INTs , Sacks , FF , FR , Blocks , TDs ," Safeties
"
OLB,Brian,Hernandez,6 - 3,217,Fr,3.0,5.0,Maryland,7,65,0,5.0,0,0,0,0,"1
"
OLB,Craig,Livingston,6 - 2,232,Jr,2.5,3.5,North Carolina,4,24,0,0.0,0,0,0,0,"0
"
CB,Brian,Berry,5 - 11,187,(So),3.0,4.0,Baylor,2,7,0,0.0,0,0,0,0,"0
"
OLB,Clarence,Harris,6 - 0,242,(Sr),4.0,4.0,Purdue,6,34,0,2.0,0,1,0,1,"0
"
ILB,Christopher,Goodwin,5 - 11,224,Sr,2.0,2.0,Army,2,7,1,0.0,0,0,0,0,"0
"
DE,Tommy,Profit,6 - 6,276,(Jr),3.5,3.5,UCLA,2,6,0,2.0,0,0,0,0,"0
"
ILB,Ron,Francis,6 - 1,245,Sr,3.5,4.5,Boston College,3,24,0,1.0,0,0,0,0,"0
"
ILB,Brent,Ring,6 - 0,228,Jr,2.0,3.5,TCU,8,57,0,0.0,0,0,0,0,"0
"
OLB,Al,Edelman,6 - 2,241,So,2.5,3.5,Washington State,7,33,0,1.0,0,0,0,0,"0
"
DT,Jeremy,Owen,6 - 8,290,(So),2.5,4.5,BYU,4,6,0,5.0,0,0,0,0,"0
"
CB,Jose,Soares,5 - 11,165,Fr,1.0,2.5,UCF,1,1,1,0.0,0,0,0,0,"0
"
OLB,Jermaine,Graham,6 - 1,226,So,2.5,3.0,Indiana,4,22,0,0.0,0,0,0,0,"0
"
OLB,Ralph,Owen,6 - 2,224,Sr,2.5,3.5,Georgia Tech,2,11,0,0.0,0,0,0,0,"0
"
CB,Ken,Thornton,5 - 9,174,Sr,3.5,3.5,Texas A&M,1,5,1,0.0,0,0,0,0,"0
"
FS,Stanley,Adams,5 - 11,213,Sr,3.5,3.5,South Carolina,1,5,0,0.0,0,0,0,0,"0
"
ILB,Jerome,Rowell,6 - 0,232,(Jr),3.0,3.0,ECU,8,65,0,0.0,0,0,0,0,"0
"
CB,Nate,Tensi,6 - 0,196,Sr,5.0,5.0,Clemson,10,59,3,0.0,0,0,0,1,"0
"
DE,Terry,Patton,6 - 3,275,Sr,5.0,5.0,Oklahoma,1,7,0,1.0,0,0,0,0,"0
"
DE,Richard,Hicks,6 - 5,297,(So),4.0,5.0,North Carolina,1,1,0,2.0,0,0,0,0,"0
"
CB,Charlie,Ryckman,6 - 1,188,Sr,3.5,3.5,Auburn,6,28,2,1.0,0,0,0,0,"0
"
ILB,Tunch,Richardson,5 - 11,217,So,4.5,5.0,Alabama,9,97,1,3.0,0,0,0,0,"1
"
OLB,Stephen,Campbell,5 - 11,234,Fr,1.5,4.0,Syracuse,1,5,0,0.0,0,0,0,0,"0
"
CB,Antonio,Greene,6 - 0,173,Sr,2.5,2.5,Oregon State,1,4,1,0.0,0,0,0,0,"0
"
ILB,James,Bates,6 - 1,217,Jr,3.5,4.5,UCLA,8,73,0,1.0,0,0,0,0,"0
"
SS,Greg,Bailey,5 - 9,181,Sr,3.0,3.0,Arizona State,3,8,2,0.0,0,0,0,0,"0
"
CB,Reggie,Griffin,5 - 10,192,Jr,4.0,4.5,Tennessee,7,34,5,0.0,0,0,0,1,"0
"
OLB,David,Doherty,6 - 1,228,So,4.0,5.0,Kansas State,6,37,0,0.0,0,0,0,0,"1
"
DE,Bruce,Dwyer,6 - 4,294,Sr,3.5,4.0,Auburn,1,3,0,0.0,0,0,0,0,"0
"
CB,Joel,Booker,5 - 8,169,Sr,2.0,2.5,Navy,2,4,2,0.0,0,0,0,0,"0
"
OLB,Milton,Jacobs,6 - 1,196,So,2.0,2.5,Iowa State,2,13,0,0.0,0,0,0,0,"0
"
ILB,Charles,Washington,6 - 0,232,(Jr),3.5,4.0,Arizona,7,61,0,0.0,0,0,0,0,"0
"
CB,Douglas,Hernandez,6 - 2,175,(Jr),4.0,4.0,Oregon State,6,25,3,0.0,0,0,0,1,"0
"
OLB,Bob,Robinson,6 - 0,245,(So),3.0,3.0,Miami,7,57,0,0.0,0,0,0,0,"0
"
CB,Corey,Quinn,6 - 0,191,So,4.5,5.0,Oregon,6,36,1,0.0,0,0,0,0,"0
"
ILB,James,Hastings,6 - 2,246,Jr,4.0,4.5,Florida,11,104,0,2.0,1,1,0,0,"0
"
ILB,Byron,Smith,6 - 0,232,Sr,3.5,4.0,Ohio State,10,87,2,0.0,0,0,0,0,"0
"
DE,Stacey,Wulfeck,6 - 5,240,Jr,3.0,4.0,Syracuse,3,5,0,3.0,0,0,0,0,"0
"
OLB,Tyrone,Jones,5 - 11,233,Sr,5.0,5.0,LSU,12,132,1,10.0,0,0,0,0,"1
"
DE,Lonzell,Rentzel,6 - 8,265,(Jr),4.0,4.0,Florida State,3,9,0,7.0,0,1,0,0,"0
"
DE,Orval,Smith,6 - 2,265,Sr,3.5,3.5,Duke,1,5,0,0.0,0,0,0,0,"0
"
ILB,Madre,Hayden,5 - 11,231,(Jr),2.5,2.5,Oregon,1,8,0,0.0,0,0,0,0,"0
"
CB,Jonathan,Miller,5 - 10,186,Sr,3.5,3.5,Oregon,3,14,2,0.0,0,0,0,0,"0
"
ILB,Dan,Miller,6 - 1,229,(Jr),3.5,4.0,Texas Tech,10,87,0,1.0,0,0,0,0,"0
"
OLB,Derrick,Shaw,6 - 1,216,(Fr),2.5,3.0,Hawaii,6,29,0,0.0,0,0,0,0,"0
"
CB,George,Moore,5 - 11,182,Sr,2.5,2.5,Kansas State,2,5,3,0.0,0,0,0,0,"0
"
OLB,Kenyatta,Henderson,5 - 11,228,(So),4.0,5.0,Ole Miss,4,41,0,5.0,0,0,0,0,"0
"
CB,Jarvis,Banks,6 - 0,176,Sr,3.5,3.5,Iowa,7,40,2,0.0,0,0,0,0,"0
"
CB,D.J.,Reed,5 - 10,183,Fr,1.0,4.5,Boise State,3,2,4,0.0,0,0,0,0,"0
"
CB,Jamie,Mixon,6 - 1,187,(Jr),4.5,4.5,Rutgers,5,15,3,0.0,0,0,0,1,"0
"
DE,Justin,Glass,6 - 3,283,(Sr),4.0,4.0,Hawaii,2,6,0,2.0,0,0,0,0,"0
"
DE,Andre,Oakes,4 - Jun,278,(Sr),3.0,3.0,Colorado,1,1,0,1.0,0,0,0,0,"0
"
DE,Curtis,Lewis,6 - 8,283,Jr,3.5,5.0,Texas,4,9,0,6.0,0,0,0,0,"0
"
CB,Robert,Blackmon,5 - 11,173,Sr,3.0,3.5,Purdue,7,36,2,0.0,0,0,0,0,"0
"
CB,Robert,Mertens,1 - Jun,201,Sr,3.0,3.0,Colorado,1,8,0,0.0,0,0,0,0,"0
"
OLB,Martin,Songin,5 - 11,236,Sr,3.5,4.0,Michigan,6,46,0,1.0,0,0,0,0,"0
"
CB,Rodrick,Braxton,5 - 11,177,Sr,3.0,3.0,Arizona State,3,10,2,0.0,0,0,0,0,"0
"
DE,Benjamin,Blankenship,6 - 1,290,(Fr),3.0,5.0,Georgia,1,2,0,1.0,0,0,0,0,"1
"
SS,Eric,Carroll,5 - 11,183,(Jr),3.5,3.5,Duke,6,17,3,0.0,0,0,0,3,"0
"
DT,Micah,Holland,6 - 1,285,(Jr),2.5,3.0,Indiana,1,4,0,0.0,0,0,0,0,"0
"
OLB,Robert,Thomas,6 - 0,211,Jr,1.5,2.0,Navy,1,5,0,0.0,0,0,0,0,"0
"
ILB,Doug,Norton,5 - 11,227,So,2.5,3.0,Stanford,6,56,0,1.0,0,0,0,0,"0
"
CB,Billy,Odom,6 - 0,190,Jr,3.5,4.0,Texas Tech,2,3,2,0.0,0,0,0,0,"0
"
ILB,Terrance,Rapp,6 - 1,243,(Sr),3.5,3.5,Purdue,4,29,0,1.0,1,0,0,0,"0
"
CB,Marv,Grantham,6 - 1,191,Sr,3.0,3.0,Stanford,5,28,1,0.0,0,0,0,1,"0
"
OLB,Garrison,Jackson,6 - 1,226,Jr,3.0,4.0,Oklahoma State,2,11,0,2.0,1,0,0,0,"0
"
CB,Darrin,Grate,6 - 0,182,So,2.0,2.5,Hawaii,7,34,1,0.0,0,0,0,1,"0
"
DT,Darrell,Roaches,6 - 4,293,Sr,3.0,4.0,Notre Dame,2,5,0,3.0,0,0,0,0,"0
"
DE,William,Parra,6 - 8,263,So,2.5,3.5,SDSU,6,18,0,7.0,0,0,0,0,"0
"
DT,Terry,Franklin,6 - 3,299,(Sr),3.5,3.5,Kentucky,2,2,0,3.0,0,0,0,0,"0
"
CB,Willie,Vanover,5 - 10,193,Sr,3.5,3.5,Arkansas,4,16,3,0.0,0,0,0,0,"0
"
ILB,Vagas,Strong,5 - 9,224,Sr,1.5,1.5,TCU,1,6,0,0.0,0,0,0,0,"0
"
DE,Anthony,Ortiz,6 - 7,262,Fr,3.5,5.0,Oklahoma State,1,3,0,0.0,0,0,0,0,"0
"
ILB,Rabih,Delaney,6 - 1,237,(Sr),5.0,5.0,Auburn,11,93,0,1.0,0,0,0,0,"0
"
ILB,Tom,Ames,6 - 1,225,(Sr),4.0,4.0,Syracuse,9,81,0,2.0,0,0,0,0,"0
"
CB,Tony,Smith,6 - 1,191,Sr,5.0,5.0,Georgia,5,29,1,0.0,0,0,0,1,"0
"
DE,Eason,DeLong,6 - 1,288,(So),3.0,4.0,South Carolina,1,7,0,0.0,0,0,0,0,"0
"
ILB,Oren,Denton,6 - 1,242,(Sr),2.5,2.5,Georgia State,7,38,0,0.0,0,0,0,0,"0
"
FS,Reggie,Beasley,5 - 10,207,(Sr),4.5,4.5,Washington,1,4,0,0.0,0,0,0,0,"0
"
SS,Rodney,Lucero,6 - 1,187,(Sr),2.5,2.5,Colorado State,1,4,0,0.0,0,0,0,0,"0
"
DT,Jerry,Lopez,6 - 3,315,Fr,2.5,3.0,SDSU,1,3,0,0.0,0,0,0,0,"0
"
OLB,Casey,Brzezinski,5 - 11,227,Sr,4.0,4.0,UCF,10,86,0,2.0,0,0,0,0,"0
"
CB,Frank,Nelson,5 - 11,179,Sr,3.5,3.5,Northwestern,2,7,1,0.0,0,0,0,0,"0
"
CB,Glenn,McLeod,5 - 9,181,(Sr),2.5,2.5,West Virginia,1,1,1,0.0,0,0,0,1,"0
"
FS,David,Koenig,5 - 10,173,So,4.0,4.0,Kansas State,2,12,0,0.0,0,0,0,0,"0
"
CB,Ronde,Kennison,5 - 9,172,Sr,2.5,2.5,Houston,1,2,1,0.0,0,0,0,0,"0
"
ILB,Christopher,Gonzales,5 - 9,220,Jr,3.0,3.5,SDSU,8,71,0,1.0,0,0,0,0,"0
"
DT,James,Bullocks,6 - 6,271,Sr,3.0,3.0,Miami,1,0,0,1.0,0,0,0,0,"0
"
SS,Obafemi,Edwards,5 - 11,190,Sr,4.0,4.0,Michigan,3,10,1,0.0,0,0,0,1,"0
"
OLB,Paul,Goodman,6 - 2,240,Fr,2.0,5.0,Penn State,4,30,0,3.0,0,0,0,0,"0
"
FS,James,Talley,5 - 9,167,Sr,2.0,2.0,Duke,1,2,1,0.0,0,0,0,0,"0
"
FS,Wali,Papac,6 - 1,197,Sr,3.5,4.0,Auburn,2,12,0,0.0,0,0,0,0,"0
"
OLB,John,Wright,6 - 0,227,Jr,3.0,3.5,Vanderbilt,9,71,0,0.0,0,0,0,0,"0
"
SS,Anthony,Foster,6 - 3,206,(So),3.5,4.5,Purdue,1,8,0,0.0,0,0,0,0,"0
"
FS,Randall,Jones,6 - 2,190,(Sr),4.5,4.5,California,4,20,0,0.0,0,0,0,0,"0
"
OLB,Eddie,Johnson,6 - 0,227,Jr,2.5,4.5,Georgia Tech,7,57,0,0.0,0,0,0,0,"0
"
CB,Juan,Stewart,5 - 8,158,Sr,3.5,3.5,Kansas,2,8,1,0.0,0,0,0,0,"0
"
SS,Rob,Evans,6 - 3,182,So,3.5,5.0,West Virginia,3,11,1,0.0,0,0,0,0,"0
"
OLB,Michael,Clark,6 - 2,225,Jr,3.0,4.5,BYU,11,100,1,1.0,0,0,0,0,"0
"
FS,Jerry,McInnis,5 - 9,177,Sr,3.0,3.5,Virginia Tech,2,12,0,0.0,0,0,0,0,"0
"
DE,Ernie,Bouggess,6 - 2,272,(So),3.0,4.0,West Virginia,6,13,0,8.0,0,0,0,0,"0
"
CB,Jesse,Solano,5 - 11,176,So,2.5,4.0,Cincinnati,1,3,0,0.0,0,0,0,0,"0
"
??,Oliver,Miller,? - ??,???,(??),??,??,Texas,2,6,0,0.0,0,0,0,0,"0
"
CB,Todd,Janik,5 - 11,188,(Sr),3.5,3.5,Michigan State,2,7,1,0.0,0,0,0,0,"0
"
OLB,Ben,Roy,6 - 0,238,Sr,3.0,3.0,Boise State,8,72,0,0.0,0,0,0,0,"0
"
DE,Gabriel,Richardson,6 - 7,271,Jr,1.5,1.5,Georgia State,3,10,0,2.0,0,0,0,0,"0
"
ILB,Jackie,Eaton,6 - 0,234,(Sr),4.5,4.5,Virginia Tech,8,82,1,1.0,1,1,0,0,"0
"
ILB,Rufus,Horn,6 - 1,218,(Fr),4.0,5.0,Washington,7,61,0,0.0,0,0,0,0,"0
"
ILB,Justin,Benson,6 - 2,220,(So),3.0,3.0,Cincinnati,1,5,0,0.0,0,0,0,0,"0
"
DT,Charlie,Vines,6 - 6,267,(Jr),2.5,2.5,Louisville,1,4,0,0.0,0,0,0,0,"0
"
DT,Duane,Milling,6 - 3,284,Sr,3.0,3.0,Missouri,2,4,0,2.0,0,0,0,0,"0
"
DE,Kevin,Olford,6 - 5,275,(So),3.5,4.5,Stanford,4,12,0,4.0,0,0,0,0,"0
"
DE,Robert,Thomas,6 - 3,275,Fr,2.0,4.0,Air Force,1,2,0,1.0,0,0,0,0,"0
"
SS,Raymond,Ponce,6 - 1,196,Sr,5.0,5.0,Kansas State,2,10,0,0.0,0,0,0,0,"0
"
DT,Frank,Williams,6 - 8,293,Sr,5.0,5.0,Alabama,2,5,0,3.0,0,0,0,0,"0
"
DT,Lynn,Burford,6 - 7,300,(Sr),4.0,4.0,USC,5,11,0,6.0,0,0,0,0,"0
"
ILB,Lee,Andruzzi,6 - 0,236,Sr,3.0,3.0,Minnesota,8,64,0,2.0,0,0,0,0,"0
"
CB,Peter,Adams,5 - 9,173,(So),3.0,3.0,ECU,6,28,2,0.0,0,0,0,0,"0
"
DE,E.J.,McQuarters,6 - 7,257,Jr,3.0,4.0,Clemson,4,12,0,6.0,0,0,0,0,"0
"
SS,Dale,Martin,5 - 10,183,(So),3.5,4.0,Notre Dame,2,9,1,0.0,0,0,0,0,"0
"
ILB,Doug,Odoms,6 - 1,235,(Sr),4.5,4.5,Washington,7,58,0,0.0,0,0,0,0,"0
"
ILB,Billy,Williams,6 - 1,240,Jr,4.0,4.5,Rutgers,8,64,0,1.0,0,0,0,0,"0
"
OLB,Dean,Elder,6 - 1,222,Jr,2.5,2.5,Duke,5,34,0,2.0,0,0,0,0,"0
"
CB,Daron,Haag,6 - 3,177,Fr,2.0,4.0,Arizona,7,34,5,0.0,0,0,0,2,"0
"
OLB,Michael,Garcia,6 - 2,224,Jr,2.5,3.5,Mississippi State,5,39,0,0.0,0,0,0,0,"0
"
DE,Andre,Gaffney,6 - 4,269,(Sr),3.5,4.0,TCU,4,10,1,2.0,0,0,0,0,"1
"
DT,Larry,Weir,6 - 7,334,Fr,2.0,3.5,TCU,2,9,0,0.0,0,0,0,0,"0
"
FS,Ray,Clancy,5 - 10,170,(Jr),2.0,2.5,Rice,3,9,2,0.0,0,0,0,0,"0
"
OLB,Hugh,Boerigter,6 - 2,251,Jr,3.0,4.5,Stanford,3,26,0,0.0,0,0,0,0,"0
"
DE,Kenyon,Nisby,6 - 6,284,Sr,3.5,3.5,Ole Miss,5,9,0,8.0,0,2,0,1,"0
"
DE,Cameron,Jansen,6 - 6,270,Sr,2.5,3.5,Tennessee,2,7,0,2.0,0,0,0,0,"0
"
DE,Michael,Watt,6 - 7,252,(Jr),3.0,3.0,Northwestern,1,2,0,1.0,0,0,0,0,"0
"
ILB,Marcus,Grant,6 - 2,239,(Fr),3.0,4.5,Notre Dame,3,29,0,2.0,0,0,0,0,"0
"
SS,Nyle,Griggs,6 - 1,179,So,1.5,1.5,Wake Forest,1,0,1,0.0,0,0,0,0,"0
"
OLB,Grant,Reyes,6 - 0,226,(Jr),3.5,3.5,Baylor,9,73,0,1.0,0,0,0,0,"0
"
ILB,Richard,Wilson,6 - 2,231,Sr,4.5,5.0,Oregon State,7,65,0,0.0,0,0,0,0,"0
"
DE,Jamal,Hull,6 - 5,272,Sr,3.5,3.5,Nebraska,5,4,0,7.0,0,0,0,0,"0
"
SS,Darrell,Brown,6 - 0,197,(Sr),4.5,4.5,UCLA,2,10,1,0.0,0,0,0,0,"0
"
OLB,Morris,Millen,6 - 0,246,(Sr),4.0,4.0,UCLA,7,41,0,0.0,0,0,0,0,"0
"
OLB,Jerrod,Fletcher,6 - 1,226,Jr,2.5,3.5,Oregon State,4,26,0,1.0,0,0,0,0,"0
"
DE,Marvin,Martin,6 - 5,251,Fr,2.0,2.5,Indiana,1,0,0,1.0,0,0,0,0,"0
"
OLB,Kendyl,Mistler,6 - 1,216,So,2.5,3.5,Oregon,4,29,0,1.0,0,0,0,0,"0
"
OLB,Ronald,Dowdy,6 - 2,252,Sr,3.0,3.5,BYU,1,8,0,0.0,0,0,0,0,"0
"
DE,Preston,Bryant,6 - 8,280,So,3.5,5.0,Michigan State,1,5,0,1.0,0,0,0,0,"0
"
DE,John,Jones,6 - 8,268,Fr,2.0,4.0,West Virginia,1,3,0,1.0,0,0,0,0,"0
"
DE,Rob,Steed,6 - 7,268,(Jr),3.0,3.0,Iowa,3,8,0,4.0,1,1,0,0,"0
"
OLB,Jeff,Brooks,6 - 0,230,(So),3.0,4.5,Florida,1,9,0,0.0,0,0,0,0,"0
"
CB,Keyshawn,Thompson,6 - 2,181,(Jr),5.0,5.0,Michigan State,8,29,6,0.0,0,0,0,1,"0
"
CB,Richard,Hoge,5 - 9,190,So,3.0,4.0,Auburn,1,2,1,0.0,0,0,0,0,"0
"
OLB,Jay,McDonald,6 - 0,214,So,2.5,4.0,Northwestern,2,15,0,0.0,0,0,0,0,"0
"
ILB,Michael,Dale,5 - 11,217,Jr,2.5,3.0,Oregon State,5,35,0,1.0,0,0,0,0,"0
"
FS,Rob,O'Neal,6 - 0,192,(Sr),4.0,4.0,Ohio State,2,14,0,0.0,0,0,0,0,"0
"
OLB,James,Demps,6 - 2,233,(Sr),3.5,3.5,Ole Miss,4,32,0,2.0,1,0,0,0,"0
"
CB,Cameron,Butler,5 - 11,162,(So),3.0,3.0,Stanford,2,8,2,0.0,0,0,0,0,"0
"
FS,Fred,Baker,5 - 9,179,Jr,2.5,3.0,Texas Tech,3,18,1,0.0,0,0,0,0,"0
"
OLB,Thomas,Stewart,6 - 2,254,Sr,4.5,5.0,Purdue,3,19,0,0.0,0,0,0,0,"0
"
DT,Antony,Lowry,6 - 3,325,(Jr),4.0,4.0,Maryland,1,3,0,0.0,0,0,0,0,"0
"
DT,Brad,Lopez,6 - 0,277,Sr,2.0,2.5,Colorado State,1,1,0,2.0,0,0,0,0,"1
"
CB,Warren,Rice,6 - 2,194,(So),3.5,3.5,SMU,3,13,3,0.0,0,0,0,1,"0
"
OLB,James,Turner,6 - 2,237,Sr,5.0,5.0,Florida State,6,59,1,1.0,0,0,0,1,"0
"
SS,Paul,Smith,5 - 11,183,(Jr),2.0,2.5,BYU,3,17,0,0.0,0,0,0,0,"0
"
ILB,Steve,Pointer,6 - 0,229,Jr,3.5,5.0,Clemson,1,7,0,0.0,0,0,0,0,"0
"
OLB,Reggie,Schlichter,5 - 11,219,Sr,2.5,3.5,Miami,2,10,0,0.0,0,0,0,0,"0
"
SS,Eric,Mejia,6 - 0,171,Sr,3.0,3.0,Rutgers,2,8,1,0.0,0,0,0,0,"0
"
??,Jason,McPherson,? - ??,???,(??),??,??,Kansas State,3,18,0,0.0,0,0,0,0,"0
"
ILB,Rich,Barker,6 - 0,234,Sr,4.5,4.5,Oklahoma,10,90,0,3.0,0,0,0,0,"0
"
OLB,Kevin,Johnson,5 - 11,234,Sr,3.0,3.0,Clemson,6,39,0,0.0,0,0,0,0,"0
"
ILB,Tyrone,Ballman,6 - 2,233,Sr,3.5,4.0,North Carolina,1,2,0,2.0,0,0,0,0,"1
"
CB,Gordon,Moreland,5 - 11,187,(Sr),4.5,4.5,Texas,7,20,6,0.0,0,0,0,0,"0
"
SS,Calvin,Celestin,6 - 1,202,So,3.5,5.0,USC,1,0,1,0.0,0,0,0,0,"0
"
SS,Andrew,Murphy,6 - 0,172,Sr,3.0,3.5,ECU,3,10,2,0.0,0,0,0,0,"0
"
CB,Troy,Blankenship,5 - 10,193,(Sr),3.5,3.5,Washington State,6,27,0,0.0,0,0,0,0,"0
"
FS,Leon,Herzog,6 - 0,183,(Jr),2.0,2.5,SMU,1,4,0,0.0,0,0,0,0,"0
"
OLB,Hayden,Houston,6 - 0,216,Jr,3.0,3.5,Clemson,1,4,0,0.0,0,0,0,0,"0
"
OLB,Steve,Windsor,6 - 0,241,So,3.5,4.5,Nebraska,3,24,0,1.0,0,0,0,0,"0
"
OLB,Cie,Sherwin,5 - 9,232,(Sr),3.5,3.5,Michigan State,2,20,0,0.0,0,0,0,0,"0
"
OLB,Don,Washington,6 - 2,235,(Sr),3.0,3.0,Rice,6,39,0,0.0,0,0,0,0,"0
"
DE,Eric,Scott,6 - 4,300,Sr,4.0,4.0,Michigan State,4,12,0,5.0,0,0,0,0,"0
"
DE,Gary,Redmon,6 - 1,289,Sr,4.0,4.0,Penn State,4,9,0,7.0,0,0,0,0,"0
"
SS,Robert,Conrad,6 - 0,175,(Jr),2.5,3.0,Baylor,2,5,1,0.0,0,0,0,0,"0
"
DE,Rodney,Matlock,6 - 5,262,Sr,3.5,4.0,Indiana,3,10,0,4.0,0,0,0,0,"0
"
ILB,Cleo,Blair,6 - 1,251,Sr,5.0,5.0,NC State,10,80,0,2.0,0,0,0,0,"0
"
ILB,Arlon,King,6 - 2,227,Sr,2.0,2.0,BYU,8,70,1,3.0,0,0,0,0,"1
"
CB,Duane,Richardson,5 - 8,180,Sr,1.5,2.0,Wake Forest,4,17,0,0.0,0,0,0,0,"0
"
CB,Craig,Harris,6 - 1,187,Jr,2.5,3.5,Air Force,9,44,5,0.0,0,0,0,0,"0
"
CB,Bryan,Johnson,6 - 2,179,Sr,3.0,3.5,North Carolina,2,11,1,1.0,0,0,0,1,"0
"
OLB,Ray,Lewis,6 - 2,245,Sr,3.5,4.5,Notre Dame,4,33,0,0.0,0,0,0,0,"0
"
OLB,Lynn,Peterson,5 - 11,209,So,3.0,4.0,Iowa,6,43,0,3.0,0,0,0,0,"0
"
CB,John,Rogers,6 - 1,197,Jr,4.0,4.0,Boston College,5,26,1,0.0,0,0,0,0,"0
"
OLB,John,Woodley,6 - 2,223,Jr,3.0,4.0,Boston College,4,25,0,0.0,0,0,0,0,"0
"
DE,Benjamin,Lockett,6 - 2,264,Jr,3.0,3.0,Duke,4,7,0,3.0,0,0,0,0,"0
"
FS,Billy,Robinson,5 - 10,195,Sr,3.5,3.5,Washington,1,3,1,0.0,0,0,0,0,"0
"
OLB,Kyries,Brown,6 - 0,227,Jr,2.5,4.5,Wisconsin,3,21,0,0.0,0,1,0,0,"0
"
FS,Dan,Anderson,6 - 2,166,(So),2.0,2.0,Houston,1,5,0,0.0,0,0,0,0,"0
"
DE,Tim,Carson,6 - 3,285,(Sr),4.0,4.0,Minnesota,3,6,0,7.0,0,0,0,0,"0
"
OLB,Mike,Tucker,6 - 1,223,Sr,4.0,4.0,Alabama,1,10,0,0.0,0,0,0,0,"0
"
DT,Chad,Villalobos,6 - 7,292,(Sr),4.5,4.5,Purdue,2,4,0,5.0,0,0,0,0,"2
"
OLB,David,Peters,6 - 1,242,(Sr),4.0,4.0,Rutgers,10,86,0,3.0,1,1,0,0,"0
"
DE,Robert,Crews,6 - 4,270,So,4.0,4.0,Boise State,4,13,0,7.0,0,0,0,0,"0
"
CB,Marques,Warner,6 - 1,193,Jr,4.0,4.5,Texas A&M,9,54,2,1.0,0,0,0,0,"0
"
CB,Donald,Tucker,6 - 1,179,(Fr),3.0,4.0,Boise State,5,26,2,0.0,0,0,0,2,"0
"
FS,Robert,Cash,6 - 1,196,(Jr),3.5,4.0,Boise State,1,0,1,0.0,0,0,0,0,"0
"
ILB,Bob,Parker,5 - 11,224,Sr,3.5,3.5,West Virginia,3,33,0,0.0,0,0,0,0,"0
"
??,Juan,Hutchinson,? - ??,???,(??),??,??,Texas,1,3,0,0.0,0,0,0,0,"0
"
ILB,Freddie,McDonald,6 - 1,224,Jr,1.5,2.5,Colorado State,1,6,0,0.0,0,0,0,0,"0
"
OLB,Derrick,Martin,6 - 0,241,Sr,5.0,5.0,UCLA,10,89,0,0.0,0,0,0,0,"0
"
CB,Nashville,Dawson,5 - 10,167,So,3.0,4.0,California,1,2,1,0.0,0,0,0,0,"0
"
DE,Steven,Jordan,6 - 7,279,Sr,4.0,4.0,Iowa State,1,0,0,1.0,0,0,0,0,"0
"
OLB,Donnie,Bavaro,6 - 2,239,Sr,4.5,5.0,Florida,10,83,0,1.0,0,0,0,0,"0
"
FS,Eric,Sochia,5 - 10,169,So,4.0,4.5,Minnesota,1,0,1,0.0,0,0,0,0,"0
"
ILB,Chuck,Neubert,6 - 1,229,Sr,3.5,3.5,Virginia,10,73,0,1.0,0,0,0,0,"0
"
SS,Pat,Carpenter,6 - 1,174,(Jr),4.5,4.5,Ohio State,3,13,1,0.0,0,0,0,0,"0
"
DE,Charles,Guajardo,6 - 3,249,Jr,3.0,3.5,Northwestern,2,1,0,3.0,0,0,0,0,"0
"
DE,Travian,Rodgers,6 - 0,261,So,2.5,4.0,Tennessee,3,4,0,3.0,0,0,0,0,"0
"
??,Stanley,Gerber,? - ??,???,(??),??,??,Colorado State,3,7,0,3.0,1,1,0,0,"0
"
OLB,Billy,Westbrook,6 - 0,228,Sr,4.5,4.5,Washington,4,31,0,0.0,0,0,0,0,"0
"
DE,Donald,Miller,6 - 1,283,(So),2.5,3.0,SMU,1,2,0,2.0,0,0,0,0,"0
"
OLB,Kory,Sapp,6 - 0,210,(Fr),2.0,3.0,TCU,7,45,1,0.0,0,0,0,0,"0
"
SS,Jesse,Taylor,6 - 0,171,Jr,3.0,3.5,Mississippi State,1,0,1,0.0,0,0,0,0,"0
"
CB,Jim,Milloy,6 - 1,173,Sr,4.5,4.5,Florida State,6,27,4,0.0,0,0,0,1,"0
"
SS,Alfonso,Tran,5 - 10,177,Fr,2.5,3.5,Georgia State,2,8,0,0.0,0,0,0,0,"0
"
DT,Morris,Alexander,6 - 4,290,(Jr),4.0,4.5,Nebraska,1,2,0,2.0,0,0,0,0,"0
"
ILB,Correll,Carroll,6 - 0,223,(Fr),2.5,4.0,Syracuse,2,15,0,0.0,0,0,0,0,"0
"
ILB,Ed,Haws,6 - 1,241,Sr,4.0,5.0,Wisconsin,7,60,1,4.0,0,0,0,0,"0
"
SS,Tywan,Tafoya,6 - 2,185,Sr,4.0,4.0,Washington State,2,12,0,0.0,0,0,0,0,"0
"
??,Kenny,Allen,? - ??,???,(??),??,??,Texas,7,21,3,0.0,0,0,0,0,"0
"
DE,Frank,Masterson,6 - 5,270,Sr,3.5,3.5,BYU,2,7,0,2.0,0,0,0,0,"0
"
ILB,Daniel,Felder,5 - 9,225,So,2.0,3.0,Indiana,8,56,0,0.0,0,0,0,0,"0
"
OLB,Kenny,Salata,5 - 11,236,Sr,4.5,4.5,Nebraska,7,57,0,2.0,0,0,0,0,"0
"
CB,Joe,Taylor,5 - 10,190,Sr,3.5,4.0,Clemson,2,10,0,0.0,0,0,0,0,"0
"
