 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Tackles , INTs , Sacks , FF , FR , Blocks , TDs ," Safeties
"
ILB,Shawn,Raymond,6 - 2,233,Sr,3.0,3.0,Eastern Michigan,9,58,0,0.0,0,0,0,0,"0
"
OLB,Frederick,Griggs,5 - 11,218,GR,3.5,3.5,Connecticut,5,32,0,2.0,1,0,0,0,"0
"
DE,Charles,Anderson,6 - 3,245,(So),3.0,4.0,BYU,4,17,0,4.5,0,0,0,0,"0
"
DE,Russell,Farr,6 - 3,272,(Jr),3.5,4.5,Kansas,7,27,0,6.5,0,0,0,0,"0
"
ILB,Bruce,Thompson,5 - 11,239,Jr,3.5,3.5,Oregon State,9,55,0,0.0,0,0,0,0,"0
"
CB,Eugene,Malone,6 - 0,190,(So),3.5,5.0,LSU,6,21,5,0.0,0,0,0,1,"0
"
OLB,Lamar,Tennell,6 - 1,240,(Sr),4.5,4.5,Washington,4,26,0,2.0,0,0,0,0,"0
"
CB,Williams,Kruse,6 - 0,182,Jr,3.0,3.0,Oregon State,1,3,1,0.0,0,0,0,1,"0
"
ILB,Nicolas,Haskell,6 - 4,215,(Jr),4.5,4.5,Wisconsin,7,55,0,0.0,0,0,0,0,"0
"
ILB,David,Hamilton,6 - 1,231,Jr,3.5,3.5,Boise State,6,44,0,0.0,0,0,0,0,"0
"
CB,William,Patterson,6 - 0,190,(Jr),4.0,4.0,Iowa,2,6,2,0.0,0,0,0,0,"0
"
ILB,Michael,Patten,6 - 2,237,Sr,5.0,5.0,California,6,47,0,0.0,0,0,0,0,"0
"
OLB,Justin,Davis,6 - 1,209,(So),2.0,2.5,Eastern Michigan,8,41,0,3.5,0,1,0,0,"0
"
OLB,James,Black,6 - 1,228,Jr,2.0,2.0,Kansas State,9,43,0,3.5,1,0,0,0,"0
"
DE,John,Kennedy,6 - 6,271,(Jr),3.5,3.5,USC,3,8,0,4.0,0,0,0,0,"0
"
ILB,Robert,Holmes,5 - 10,221,(So),1.5,2.5,Utah State,1,6,0,0.0,0,0,0,0,"0
"
CB,Kemp,Jasper,6 - 2,182,(Sr),4.0,4.0,Arizona State,5,24,1,0.0,0,0,0,0,"0
"
FS,Carlton,Sylvester,6 - 0,193,(Jr),5.0,5.0,Nebraska,3,20,1,0.0,0,0,0,0,"0
"
OLB,David,Dupre,6 - 2,227,(Fr),2.0,3.0,Miami OH,8,53,0,1.0,0,0,0,0,"0
"
DT,James,Jensen,6 - 7,265,(Jr),4.0,4.0,Arizona,4,14,0,4.0,0,0,0,0,"0
"
DT,Chris,Gross,6 - 5,272,(Jr),3.0,3.0,North Texas,6,29,0,4.5,0,0,0,0,"0
"
CB,Tom,Wyman,5 - 10,180,(Fr),2.0,5.0,TCU,2,7,2,0.0,0,0,0,1,"0
"
OLB,Victor,Whitehead,6 - 0,208,(Sr),3.0,3.0,Boise State,5,25,0,4.0,0,0,0,0,"0
"
DE,William,Thompson,6 - 0,253,Jr,3.0,4.5,Oregon State,2,10,0,1.0,0,0,0,0,"0
"
FS,Michael,Monahan,6 - 0,178,(Sr),4.0,4.0,Purdue,3,5,3,0.0,0,0,0,1,"0
"
CB,Josh,Miller,5 - 11,176,(Jr),3.5,3.5,ECU,5,27,0,0.0,0,0,0,0,"0
"
OLB,Oliver,Bates,6 - 3,241,So,3.5,3.5,Kansas,7,45,0,0.5,0,0,0,0,"0
"
DT,James,Bernier,6 - 7,284,Sr,2.0,2.0,Bowling Green,4,17,0,1.0,0,0,0,0,"0
"
CB,Malachi,Douglas,6 - 1,184,(Fr),2.0,5.0,Clemson,2,5,2,0.0,0,0,0,0,"0
"
SS,Frederick,Fain,6 - 1,197,Sr,5.0,5.0,Auburn,2,12,2,0.0,0,0,0,1,"0
"
CB,Ahmad,Williams,6 - 0,168,Jr,3.0,3.0,Kansas State,5,21,2,0.0,0,0,0,0,"0
"
SS,David,Dove,6 - 1,181,Sr,3.0,3.0,Memphis,3,10,3,0.0,0,0,0,2,"0
"
ILB,William,Phillips,5 - 11,238,Jr,2.5,3.0,South Carolina,3,16,0,0.0,0,0,0,0,"0
"
CB,Matthew,Saucier,5 - 10,175,Jr,2.0,3.0,Memphis,4,16,2,0.0,0,0,0,0,"0
"
CB,Aaron,Stiles,5 - 11,180,(So),3.5,5.0,Tennessee,5,23,5,0.0,0,0,0,1,"0
"
DE,Lawrence,Marshall,6 - 5,251,(Jr),4.5,4.5,Oregon,1,2,0,0.5,0,0,0,0,"0
"
ILB,Joey,Myrick,6 - 0,234,Sr,3.5,3.5,Navy,7,44,1,0.0,0,0,0,0,"0
"
ILB,Eli,Haskins,5 - 11,228,(Fr),2.0,3.5,Hawaii,7,44,0,0.0,0,0,0,0,"0
"
DE,Jonathan,Bridges,6 - 6,267,Jr,4.5,4.5,Penn State,4,17,0,5.0,0,0,0,0,"0
"
SS,Brandon,Guillory,5 - 11,201,So,2.5,4.5,Texas A&M,1,2,1,0.0,0,0,0,0,"0
"
DT,Norman,Thomason,6 - 3,289,Sr,3.0,3.0,Buffalo,8,39,0,1.0,0,0,0,0,"0
"
OLB,Jerry,Harper,6 - 0,237,Sr,2.5,2.5,Wake Forest,2,12,0,0.0,0,0,0,0,"0
"
DE,Thomas,Henry,6 - 6,295,(Sr),4.0,4.0,Maryland,3,13,0,2.5,0,0,0,0,"0
"
DE,Eugene,Archer,6 - 1,263,Sr,2.0,2.0,Central Michigan,1,4,0,0.5,0,0,0,0,"0
"
OLB,Timothy,McKay,6 - 1,231,(Jr),4.0,4.0,Colorado,3,20,0,0.0,0,0,0,0,"0
"
CB,Duke,Burchfield,5 - 11,163,(Sr),4.5,4.5,North Carolina,6,29,3,0.0,0,0,0,1,"0
"
DT,George,Lewis,6 - 7,311,Jr,3.0,3.0,Louisville,2,10,0,0.0,0,0,0,0,"0
"
CB,Adam,Page,6 - 0,197,Sr,3.0,3.0,Navy,1,2,1,0.0,0,0,0,0,"0
"
CB,Thomas,Marino,5 - 11,188,Jr,3.0,3.0,Rice,6,29,1,0.5,0,0,0,0,"0
"
DE,James,Martinez,6 - 5,262,(So),2.0,2.5,Wyoming,1,4,0,0.0,0,0,0,0,"0
"
FS,Philip,Guerra,5 - 10,157,(Fr),2.5,2.5,Northern Illinois,1,5,0,0.0,0,0,0,0,"0
"
SS,James,Storey,6 - 1,160,Sr,2.5,2.5,Utah State,4,16,2,0.0,0,0,0,0,"0
"
ILB,Chris,Tucker,6 - 3,230,(Jr),4.5,4.5,Tennessee,8,61,1,0.0,1,2,0,1,"0
"
DT,Julian,Young,6 - 7,276,(Jr),4.0,4.0,Minnesota,1,5,0,0.0,0,0,0,0,"0
"
SS,John,Stanley,6 - 1,179,So,2.5,3.0,Western Michigan,1,4,1,0.0,0,0,0,0,"0
"
SS,Jeff,Elder,5 - 11,173,Sr,2.0,2.0,Miami FL,1,3,1,0.0,0,0,0,0,"0
"
FS,Isaiah,Heard,5 - 10,220,(Fr),3.0,4.0,Kansas,1,2,1,0.0,0,0,0,0,"0
"
OLB,Brian,Hernandez,6 - 3,217,Sr,5.0,5.0,Maryland,11,83,1,3.5,0,0,0,0,"0
"
CB,Samuel,White,5 - 10,163,(Sr),3.5,3.5,Rutgers,1,6,0,0.0,0,0,0,0,"0
"
CB,Tyrone,Robb,6 - 1,170,(Jr),3.0,3.0,Duke,5,23,1,0.0,0,0,0,0,"0
"
CB,Paul,Johnson,6 - 1,166,(So),2.5,3.0,Utah State,5,25,1,0.0,0,0,0,0,"0
"
DE,Louis,Hunt,6 - 3,250,(So),2.0,2.0,Akron,1,1,0,0.0,1,1,0,0,"0
"
ILB,Thomas,Trujillo,6 - 2,227,Jr,2.5,3.5,Wyoming,8,49,0,0.0,0,0,0,0,"0
"
ILB,Marquis,Diaz,5 - 9,229,(Jr),1.5,2.5,Utah State,1,5,0,0.0,0,0,0,0,"0
"
OLB,Nicholas,Smith,5 - 11,234,Jr,3.0,3.0,Northern Illinois,1,6,0,0.0,0,0,0,0,"0
"
OLB,Shiloh,Payne,5 - 11,234,So,3.5,3.5,UCF,6,42,0,1.5,0,0,0,0,"0
"
FS,Karl,Ferraro,6 - 2,213,Jr,2.5,3.5,Wake Forest,4,9,4,0.0,0,0,0,0,"0
"
CB,Michael,Wilkerson,6 - 1,187,Jr,4.0,4.5,Vanderbilt,2,7,2,0.0,0,0,0,1,"0
"
CB,Joey,Bonner,5 - 10,175,(So),3.5,4.0,UCLA,7,33,1,0.0,0,0,0,0,"0
"
CB,Rolando,Olafson,6 - 1,190,Sr,4.0,4.0,Notre Dame,2,6,2,0.0,0,0,0,1,"0
"
DE,Jim,Pagac,6 - 7,292,(Sr),4.0,4.0,California,4,17,0,4.0,0,0,0,0,"0
"
OLB,Patrick,Murphy,6 - 2,201,Sr,5.0,5.0,Minnesota,9,66,1,4.0,0,0,0,0,"0
"
CB,Darron,Goldson,5 - 10,216,(Jr),3.5,3.5,Notre Dame,4,15,4,0.0,0,0,0,2,"0
"
DT,Chris,James,6 - 3,285,(Sr),4.5,4.5,North Carolina,3,10,0,1.5,0,0,0,0,"0
"
ILB,David,Ingram,5 - 11,234,(Jr),3.0,3.0,Northwestern,8,52,0,0.0,0,0,0,0,"0
"
DE,Bo,Bokamper,6 - 4,259,(Sr),4.0,4.0,Washington State,1,3,0,2.0,0,0,0,0,"0
"
OLB,Asante,Willis,6 - 1,229,Sr,4.5,4.5,Kentucky,10,69,0,3.0,0,0,0,0,"1
"
SS,Mark,Dean,5 - 10,205,(Jr),4.5,4.5,Washington,1,7,1,0.0,0,0,0,0,"0
"
OLB,Benjamin,Robinson,6 - 0,240,(So),4.5,5.0,Boston College,9,56,2,2.5,0,0,0,1,"0
"
OLB,Willie,McGee,6 - 1,240,(Sr),3.5,3.5,Michigan State,3,17,0,0.0,0,0,0,0,"0
"
OLB,Charles,Hill,6 - 2,209,Sr,3.5,3.5,Virginia,6,37,0,1.0,0,0,0,0,"0
"
DT,Agustin,Jacoby,6 - 5,285,Jr,2.5,2.5,Rice,2,5,0,1.5,0,0,0,0,"0
"
ILB,Christopher,Muller,6 - 0,231,(Sr),3.5,3.5,Georgia State,4,26,0,0.0,0,0,0,0,"0
"
DE,Damian,Johnson,6 - 3,241,(Jr),4.0,4.0,Duke,8,36,0,8.0,0,0,0,0,"1
"
DT,David,Thompson,6 - 6,298,(So),3.5,4.5,Stanford,3,17,0,0.0,0,0,0,0,"0
"
OLB,Bryan,Jones,6 - 3,225,(Jr),4.5,4.5,Ole Miss,8,49,0,3.5,0,0,0,0,"0
"
CB,E.J.,Witt,6 - 0,189,Sr,2.5,2.5,Wake Forest,1,5,0,0.0,0,0,0,0,"0
"
OLB,Louie,Rodriguez,6 - 2,235,(So),2.5,3.0,Clemson,6,38,1,0.0,0,0,0,0,"0
"
ILB,Nicholas,Marr,6 - 4,228,(Jr),3.5,3.5,Purdue,4,24,0,0.0,1,0,0,0,"0
"
DE,Lamont,Garcia,6 - 8,254,(Fr),2.5,3.5,Northern Illinois,2,6,0,2.0,0,0,0,0,"0
"
ILB,William,Colburn,6 - 4,245,Sr,2.0,2.0,Texas A&M,1,8,0,0.0,0,0,0,0,"0
"
OLB,Alex,Hogue,6 - 3,231,So,2.0,3.5,ECU,7,40,0,2.0,0,0,0,0,"0
"
CB,Joseph,Allen,5 - 11,167,(Sr),3.5,3.5,Fresno State,1,2,1,0.0,0,0,0,0,"0
"
FS,Sean,Youngblood,5 - 10,185,(Jr),4.0,4.0,Michigan State,1,5,1,0.0,0,0,0,0,"0
"
CB,Gene,Allison,5 - 11,188,(Jr),2.5,3.0,Temple,2,7,1,0.0,0,0,0,0,"0
"
OLB,Damien,Norman,6 - 2,235,(Fr),2.5,5.0,Illinois,6,34,1,0.0,0,0,0,0,"0
"
CB,Carl,Robinson,6 - 3,185,Sr,4.0,4.0,USF,3,13,3,0.0,0,0,0,1,"0
"
DT,David,Lane,6 - 2,260,(Sr),4.5,4.5,Maryland,3,10,0,4.5,0,0,0,0,"1
"
CB,Devin,Smith,5 - 10,180,(Jr),3.0,3.0,Florida State,2,5,2,0.0,0,0,0,0,"0
"
K,Troy,Lawson,5 - 9,196,Sr,3.0,3.0,Arizona,1,4,1,0.0,0,0,0,0,"0
"
FS,Michael,Ross,6 - 0,205,(Jr),4.0,4.0,LSU,1,3,1,0.0,0,0,0,0,"0
"
DE,David,Jensen,6 - 2,264,Sr,2.5,2.5,North Carolina State,2,3,0,2.0,0,0,0,0,"0
"
DT,Kai,Betts,6 - 7,320,(Fr),2.5,4.0,Duke,2,16,0,1.0,0,0,0,0,"0
"
DT,Joseph,Whiteside,6 - 2,327,(So),3.5,5.0,USC,2,12,0,0.0,0,0,0,0,"0
"
DE,Eric,Jennings,6 - 3,259,So,4.5,5.0,Oregon,8,31,0,10.0,0,0,0,0,"1
"
OLB,Nathaniel,Jeffries,5 - 11,253,(Fr),2.5,5.0,Tennessee,4,20,0,0.0,2,0,0,0,"0
"
OLB,Derrick,Shaw,6 - 1,216,(Sr),3.0,3.0,Hawaii,1,7,0,1.0,0,0,0,0,"0
"
DE,Earl,Shackelford,6 - 5,257,Sr,3.0,3.0,Ole Miss,1,5,0,1.0,0,0,0,0,"0
"
OLB,Caleb,McNamara,6 - 2,217,(Fr),2.5,5.0,Vanderbilt,1,5,0,0.0,0,0,0,0,"0
"
CB,Rocky,Sylvester,5 - 11,176,(Jr),3.5,3.5,Navy,3,17,2,0.0,0,0,0,0,"0
"
FS,Jose,Ortiz,6 - 1,204,(So),3.5,5.0,Tennessee,1,3,1,0.0,0,0,0,0,"0
"
SS,Dominick,Garrett,5 - 10,202,Fr,2.0,3.5,Army,4,12,3,0.0,0,0,0,0,"0
"
CB,Fred,Young,6 - 2,181,(So),3.0,4.5,Michigan,1,2,1,0.0,0,0,0,0,"0
"
CB,D.J.,Reed,5 - 10,183,Sr,4.5,4.5,Boise State,2,6,2,0.0,0,0,0,0,"0
"
ILB,Royce,Kelly,6 - 3,232,Jr,3.0,3.0,Indiana,1,6,0,0.0,0,0,0,0,"0
"
FS,Curtis,Dubose,6 - 2,211,So,2.5,3.5,Auburn,1,2,1,0.0,0,0,0,0,"0
"
DE,Eric,Hamm,6 - 8,260,Sr,2.5,2.5,Miami OH,4,10,0,4.0,0,0,0,0,"0
"
ILB,Jarius,Fletcher,6 - 4,232,Sr,3.5,3.5,Rice,6,41,0,0.0,0,0,0,0,"0
"
CB,Jerome,Walker,5 - 11,198,(Jr),3.5,3.5,Boston College,1,1,1,0.0,0,0,0,1,"0
"
DE,Benjamin,Blankenship,6 - 1,290,(Sr),5.0,5.0,Georgia,3,12,1,4.0,0,0,0,0,"0
"
DE,David,Payne,5 - 10,255,Fr,3.0,3.5,Toledo,5,18,0,5.0,0,1,0,0,"0
"
OLB,Brett,Welch,6 - 1,208,So,1.0,3.0,Tulsa,1,4,0,1.0,0,0,0,0,"0
"
CB,Leonard,Bemiller,6 - 1,179,(Sr),4.0,4.0,Washington State,6,25,3,0.0,0,0,0,1,"0
"
FS,Mitchell,Dowdy,6 - 1,186,(Sr),3.0,3.0,Miami OH,1,2,1,0.0,0,0,0,1,"0
"
ILB,James,Eddy,6 - 2,239,Jr,2.5,4.0,Rutgers,3,19,1,1.0,0,0,0,1,"0
"
ILB,Jeffery,Higgins,6 - 1,241,Sr,3.0,3.0,USF,5,33,0,0.0,0,0,0,0,"0
"
SS,Samir,Ware,5 - 11,200,Jr,3.5,4.5,Clemson,2,14,1,0.0,0,0,0,0,"0
"
DT,Josh,Brown,6 - 5,304,Sr,3.5,3.5,South Carolina,2,7,0,2.0,1,1,0,0,"0
"
OLB,Salvatore,McKinney,6 - 1,249,Fr,1.0,4.5,Temple,5,21,0,3.0,0,1,0,0,"0
"
FS,Troy,Brown,6 - 1,203,Sr,2.5,2.5,Central Michigan,4,19,2,0.0,0,0,0,1,"0
"
DT,Forest,Williams,6 - 2,273,(Sr),4.5,4.5,Oklahoma,9,54,0,1.0,0,0,0,0,"0
"
CB,Jabari,Branch,6 - 1,197,Jr,3.5,4.5,Georgia,5,23,3,0.0,0,0,0,1,"0
"
CB,William,Fanning,5 - 9,165,(Jr),2.5,2.5,Miami OH,2,8,1,0.0,0,0,0,0,"0
"
FS,Henry,Montgomery,5 - 10,187,(So),3.0,3.0,Oregon,2,7,0,0.0,0,1,0,1,"0
"
ILB,Joshua,Campbell,6 - 1,237,(So),3.0,3.0,Illinois,9,57,0,0.0,0,0,0,0,"0
"
ILB,Ray,Anderson,6 - 1,248,(So),3.0,4.0,TCU,5,36,0,0.0,0,0,0,0,"0
"
ILB,Matthew,Gallegos,5 - 9,226,Jr,3.0,3.5,North Texas,9,63,0,0.0,0,0,0,0,"0
"
FS,Kenneth,Walker,5 - 11,203,(Jr),3.5,3.5,Virginia Tech,4,20,0,0.0,0,0,0,0,"0
"
DT,James,Hawkins,6 - 5,267,(Jr),4.0,4.0,Kansas,2,13,0,0.0,0,0,0,0,"0
"
ILB,Michael,Allison,6 - 0,216,(Sr),4.0,4.0,Ole Miss,6,40,0,0.0,0,0,0,0,"0
"
FS,Kameron,McNeil,5 - 10,217,(Fr),2.0,3.0,Cincinnati,1,6,0,0.0,0,0,0,0,"0
"
DT,William,Camacho,6 - 4,298,(Jr),4.0,4.0,Washington,1,1,0,1.0,0,0,0,0,"0
"
FS,Samuel,Porter,5 - 11,206,(So),3.0,4.5,Boise State,1,3,1,0.0,0,0,0,0,"0
"
CB,Don,Taylor,5 - 11,172,Jr,2.5,2.5,Rice,2,6,1,0.0,0,0,0,0,"0
"
DE,William,Marino,6 - 2,259,(So),2.5,3.5,Georgia State,6,29,0,2.0,0,0,0,0,"0
"
DE,Harry,Dickerson,6 - 3,254,Jr,2.5,2.5,Cincinnati,1,5,0,0.0,0,0,0,0,"0
"
OLB,Paul,Davis,5 - 10,212,(So),2.5,3.5,Tulane,8,46,0,3.0,0,0,0,0,"0
"
SS,Amari,White,5 - 10,189,Fr,2.0,3.5,Nevada,3,12,1,0.0,0,0,0,0,"0
"
DE,Darwin,Zavala,6 - 1,259,So,2.5,4.0,Connecticut,3,17,0,2.0,0,0,0,0,"0
"
OLB,Scott,Wallace,5 - 11,207,Sr,4.0,4.0,Texas,5,34,1,2.0,0,0,0,0,"1
"
OLB,David,Hernandez,6 - 3,242,Jr,3.5,3.5,Indiana,8,48,0,2.0,0,0,0,0,"0
"
FS,Alfonso,Bates,6 - 1,176,(Fr),2.0,3.5,Bowling Green,1,5,0,0.0,0,0,0,0,"0
"
ILB,Charles,Stroud,6 - 2,229,Jr,2.5,3.0,Memphis,8,52,0,0.0,0,0,0,0,"0
"
SS,Jack,Hayes,5 - 10,189,(Jr),2.5,3.0,Ohio,2,9,1,0.0,0,0,0,0,"0
"
SS,Jaime,Lara,6 - 3,210,Jr,3.0,3.0,ECU,3,20,0,0.0,0,0,0,0,"0
"
DE,Dainard,Breedlove,6 - 2,273,(Sr),4.5,4.5,Georgia Tech,6,30,0,4.5,0,0,0,0,"0
"
CB,Wally,Kohler,5 - 11,161,(Jr),3.0,3.0,BYU,7,34,1,0.5,0,0,0,1,"0
"
SS,J.J.,King,6 - 1,189,(Jr),3.5,3.5,Georgia Tech,4,14,3,0.0,0,0,0,1,"0
"
OLB,Richard,Ennis,6 - 1,248,(So),3.0,3.0,Baylor,2,9,0,1.0,0,0,0,0,"0
"
OLB,Paul,Goodman,6 - 2,240,Sr,5.0,5.0,Penn State,10,73,0,4.0,1,1,0,0,"0
"
DE,Ryan,Frey,6 - 6,277,(Jr),5.0,5.0,Miami FL,4,19,0,4.5,0,0,0,0,"0
"
CB,Jorge,Douglas,6 - 0,176,Jr,2.5,2.5,Oklahoma State,2,6,2,0.0,0,0,0,1,"0
"
CB,Walter,Askew,6 - 1,175,Jr,3.0,3.5,Indiana,6,29,1,0.0,0,0,0,1,"0
"
FS,Jesse,Butler,5 - 11,166,(Jr),3.0,3.0,Texas A&M,1,5,0,0.0,0,0,0,0,"0
"
CB,Hunter,Lawrence,5 - 10,176,(Jr),4.0,4.5,Colorado State,8,39,3,0.0,0,0,0,1,"0
"
ILB,Charles,Frazier,6 - 1,225,Jr,2.0,2.5,Rutgers,3,19,0,0.0,0,0,0,0,"0
"
CB,Joseph,Lind,5 - 11,190,Jr,4.0,4.0,Houston,4,21,1,0.5,0,0,0,0,"0
"
SS,Patrick,Schwartz,6 - 2,192,(So),2.5,3.5,Air Force,3,20,0,0.0,0,0,0,0,"0
"
ILB,Richard,Suarez,6 - 4,219,(Jr),4.5,4.5,Boston College,4,25,0,0.0,0,0,0,0,"0
"
SS,Rob,Evans,6 - 3,182,(Sr),5.0,5.0,West Virginia,4,21,4,0.0,0,0,0,0,"0
"
CB,Tommy,Thompson,6 - 2,174,Jr,3.0,4.0,Marshall,2,10,0,0.0,0,0,0,0,"0
"
SS,Jeremiah,Joseph,5 - 11,204,(So),3.5,4.5,New Mexico,4,18,2,0.0,0,1,0,1,"0
"
FS,Micah,Foy,5 - 11,214,Fr,2.5,3.5,Arkansas,7,39,1,0.0,0,0,0,1,"0
"
DE,Levi,Johnson,6 - 7,257,Sr,2.5,2.5,Kansas State,5,24,0,2.0,0,0,0,0,"0
"
ILB,Felix,Hamilton,6 - 1,237,Sr,3.0,3.0,Tulsa,9,63,0,0.0,0,0,0,0,"0
"
CB,Samuel,Shaw,6 - 0,180,(So),3.0,4.5,Nebraska,3,10,3,0.0,0,0,0,1,"0
"
OLB,Donald,Collier,6 - 1,205,Sr,4.5,4.5,Washington State,1,7,0,1.0,0,0,0,0,"0
"
DE,Lee,Rouse,6 - 2,249,(So),2.5,3.5,Missouri,1,3,0,1.5,0,0,0,0,"0
"
DE,Kevin,Poole,6 - 6,266,(Sr),2.5,3.0,Marshall,7,25,0,4.5,0,0,0,0,"0
"
SS,Ronan,O'Brien,6 - 1,191,(Fr),2.5,4.5,Kentucky,4,13,4,0.0,0,0,0,0,"0
"
CB,Damani,McCall,5 - 9,194,Fr,2.0,3.0,San Jose State,1,5,0,0.0,0,0,0,0,"0
"
DT,James,Blue,6 - 5,272,Fr,1.5,4.5,USF,2,10,0,0.0,0,0,0,0,"0
"
ILB,Evan,Swain,5 - 11,221,Fr,2.0,3.5,North Texas,1,5,0,0.0,0,0,0,0,"0
"
ILB,Rufus,Horn,6 - 1,218,(Sr),5.0,5.0,Washington,8,64,0,0.0,0,0,0,0,"0
"
DE,Miguel,Novak,6 - 2,252,Jr,2.5,3.0,Army,4,17,0,0.0,1,1,0,0,"0
"
OLB,Larry,Shafer,6 - 3,244,Fr,2.0,3.5,Central Michigan,6,33,0,0.0,0,0,0,0,"0
"
SS,Sebastian,Vaughn,6 - 1,194,Sr,5.0,5.0,Penn State,2,6,2,0.0,0,0,0,0,"0
"
ILB,Jaime,Stewart,6 - 2,217,(Jr),2.5,3.0,Toledo,3,18,0,0.0,0,0,0,0,"0
"
CB,Mahamadou,Moore,5 - 9,187,Fr,1.0,3.0,West Virginia,1,4,1,0.0,0,0,0,1,"0
"
OLB,Herman,Randle,6 - 2,240,(So),3.5,4.5,Michigan,6,40,0,1.0,0,0,0,0,"0
"
OLB,Eric,Burden,6 - 2,233,(Jr),4.0,4.0,Florida,8,54,1,2.5,0,0,0,0,"0
"
DE,George,Alexander,6 - 8,250,(Jr),4.5,4.5,Maryland,3,12,0,2.0,1,0,0,0,"1
"
OLB,Daquan,Darcey,6 - 4,232,So,4.0,5.0,TCU,10,63,1,5.0,1,0,0,0,"0
"
DE,Charlie,Morrall,6 - 1,267,(Sr),4.0,4.0,Virginia,6,27,0,7.0,0,0,0,0,"0
"
ILB,Phillip,Gillis,6 - 3,221,(Fr),2.5,4.5,Boise State,1,8,0,0.0,0,0,0,0,"0
"
OLB,Nicholas,Moss,6 - 2,227,Jr,3.5,4.5,West Virginia,6,37,1,0.0,0,0,0,0,"0
"
SS,Brian,Blackwell,6 - 2,170,Fr,1.0,4.0,Tulane,4,16,2,0.0,0,0,0,1,"0
"
SS,David,Albert,5 - 11,165,So,2.0,3.5,Miami OH,3,7,3,0.0,0,0,0,0,"0
"
DT,Antonio,Thomas,6 - 6,266,(Jr),3.5,3.5,Michigan State,6,34,0,1.0,0,1,0,0,"0
"
DT,Robert,Burnham,6 - 7,304,(So),3.0,4.0,Oregon State,5,25,0,1.0,0,0,0,0,"0
"
ILB,Michael,Avery,5 - 11,247,(So),4.0,5.0,North Carolina,3,22,0,0.0,0,0,0,0,"0
"
DT,Brandon,Culver,6 - 5,302,(Jr),3.5,3.5,Oregon State,2,8,1,0.0,0,0,0,0,"0
"
ILB,Fred,Briggs,6 - 0,239,(Sr),3.5,3.5,San Diego State,4,27,1,1.0,0,0,0,1,"0
"
FS,Richie,Blevins,5 - 10,171,Sr,2.5,2.5,Cincinnati,1,5,0,0.0,0,0,0,0,"0
"
CB,Jack,Ramsey,6 - 2,172,(Sr),4.5,4.5,Virginia Tech,4,16,4,0.0,0,0,0,0,"0
"
SS,Frederick,Higgins,5 - 11,187,(Sr),4.5,4.5,Penn State,2,10,2,0.0,0,0,0,2,"0
"
OLB,Anthony,Brown,6 - 1,223,(Sr),5.0,5.0,Arizona State,8,59,0,1.5,0,0,0,0,"0
"
DT,Curtis,Roberts,6 - 2,289,Sr,3.0,3.0,Rutgers,2,9,0,1.0,0,0,0,0,"0
"
CB,Jonathan,White,5 - 11,196,Jr,4.0,4.0,Nebraska,2,6,2,0.0,0,0,0,1,"0
"
DE,Monty,Moreno,6 - 4,261,(Sr),4.5,4.5,LSU,1,4,0,1.0,0,0,0,0,"0
"
OLB,Kyle,Huntley,6 - 1,244,(Fr),2.5,3.0,Vanderbilt,1,5,0,0.0,0,0,0,0,"0
"
CB,Eric,Houser,5 - 9,171,Jr,3.0,4.5,San Jose State,10,55,2,0.0,0,0,0,0,"0
"
DE,Jack,Brown,6 - 4,295,Sr,2.5,2.5,Memphis,2,8,0,1.0,0,0,0,0,"0
"
OLB,Jesse,Molina,6 - 1,238,Sr,2.0,2.0,Buffalo,1,7,0,0.0,0,0,0,0,"0
"
CB,Dwight,Marsh,6 - 2,198,Jr,2.5,3.0,Georgia Tech,1,0,0,0.0,0,1,0,1,"0
"
DE,Joseph,Randolph,6 - 1,266,(Jr),3.5,5.0,San Jose State,6,22,0,7.0,0,0,0,0,"0
"
CB,Kevin,McQueen,5 - 11,176,(Fr),2.5,5.0,UCF,9,46,3,0.0,0,0,0,1,"0
"
OLB,Avery,Schmitz,6 - 3,221,Jr,2.5,3.0,Syracuse,1,5,0,0.0,0,0,0,0,"0
"
SS,Marshall,Hardy,5 - 11,212,(So),2.5,3.0,South Carolina,3,18,1,0.0,0,1,0,1,"0
"
OLB,Joseph,Wise,6 - 2,216,(Jr),4.0,4.0,Missouri,6,33,0,2.0,0,0,0,0,"0
"
SS,Steve,Watts,6 - 3,193,Jr,3.0,3.5,Oregon State,1,2,1,0.0,0,0,0,0,"0
"
ILB,Lyle,Crandall,6 - 2,224,Jr,3.5,3.5,Vanderbilt,4,21,0,0.0,0,0,0,0,"0
"
OLB,Juan,Parra,6 - 0,231,(Jr),4.0,4.0,Oregon,8,46,1,3.0,0,0,0,0,"0
"
DE,Clifton,Chong,6 - 6,254,(Jr),4.0,4.0,Wisconsin,2,6,0,2.5,0,0,0,0,"0
"
OLB,Joel,Navarro,6 - 2,240,(So),3.0,3.5,Colorado State,5,30,0,2.0,1,0,0,0,"0
"
OLB,Stephen,Cannon,5 - 11,228,(Jr),4.5,4.5,San Diego State,4,24,1,0.5,0,0,0,0,"0
"
CB,Chris,Tolbert,6 - 0,161,(Jr),4.0,4.0,Washington,4,17,1,0.0,0,0,0,0,"0
"
CB,Jayshawn,Morgan,510,181,(Jr),2.5,2.5,Oregon,1,3,1,0.0,0,0,0,0,"0
"
